"Research","Course Total","44","",".",".",".",".",".",".",".","95.5","2.3",".",".",".","",".",".",".","2.3"
"","999
011","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
026","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ATM OCN
640","Dept. Total","1111","3.179","27.0","19.3","20.8","11.7","6.2","3.0","0.9","5.8","0.1","4.7",".","0.2","",".",".","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","325","3.190","26.5","22.8","27.4","13.5","5.8","3.1","0.6",".",".",".",".",".","",".",".","0.3","."
"Sophomore","","267","3.237","32.2","22.8","22.8","13.5","4.9","2.6","1.1",".",".",".",".",".","",".",".",".","."
"Junior","","179","2.926","25.1","17.9","19.0","14.5","13.4","7.3","2.2",".",".",".",".",".","",".",".","0.6","."
"Senior","","143","3.110","26.6","18.2","23.1","15.4","8.4","2.1","0.7","2.8",".","2.1",".","0.7","",".",".",".","."
"Undergraduates","","914","3.140","27.9","21.1","23.7","14.0","7.4","3.6","1.1","0.4",".","0.3",".","0.1","",".",".","0.2","."
"Special","","10","3.526","50.0",".",".","20.0",".",".",".",".",".",".",".","10.0","",".",".","20.0","."
"Graduate","","187","3.633","21.4","11.2","7.5",".","0.5",".",".","32.1","0.5","26.2",".",".","",".",".",".","0.5"
"","Dept. Total","1111","3.179","27.0","19.3","20.8","11.7","6.2","3.0","0.9","5.8","0.1","4.7",".","0.2","",".",".","0.4","0.1"
