"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"International Accounting","407
001","8","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","603
001","32","3.328","21.9","21.9","56.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
603","28","3.537","39.3","25.0","32.1",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"","030
603","38","3.882","78.9","18.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","Course Total","98","3.603","49.0","21.4","28.6",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"","620
001","29","3.103","17.2","27.6","17.2","34.5","3.4",".",".",".",".",".",".",".",".",".",".","."
"","620
002","40","3.338","30.0","25.0","30.0","12.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Taxation","Course Total","69","3.239","24.6","26.1","24.6","21.7","2.9",".",".",".",".",".",".",".",".",".",".","."
"","621
001","9","2.944","11.1","22.2","33.3","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","002
621","17","3.412","35.3","17.6","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Corporate & Advanced Taxation","Course Total","26","3.250","26.9","19.2","38.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","630
001","45","3.344","24.4","24.4","48.9",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"","630
002","26","3.500","38.5","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
630","43","3.442","30.2","27.9","41.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Audit and Assurance Services","Course Total","114","3.417","29.8","27.2","40.4","1.8","0.9",".",".",".",".",".",".",".",".",".",".","."
"","631
001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","631
002","32","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Tech, Risk&Assurance Serv","Course Total","46","3.826","69.6","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
001","25","3.220","16.0","28.0","44.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","700
002","37","3.324","13.5","43.2","40.5",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"","700
030","41","3.695","48.8","41.5","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Accounting","Course Total","103","3.447","28.2","38.8","29.1","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"","701
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","702
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","706
001","16","3.844","81.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
706","13","3.769","76.9",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Financial Reporting","Course Total","29","3.810","79.3","3.4","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Accounting","707
001","13","3.654","53.8","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","710
001","19","3.667","47.4","31.6","15.8",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","710
002","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Accounting","Course Total","27","3.673","48.1","33.3","14.8",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"Taxation of Pass-Thru Entities","722
001","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch&Adm Issues-Taxation","724
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","770
001","21","3.738","47.6","52.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","770
002","20","3.775","65.0","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Financial Reporting Theory","Course Total","41","3.756","56.1","41.5",".","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"Strateg Cost Mgmt&Perf Measrmt","001
771","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading&Research-Accounting","799
136","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","971
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","971
003","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
