"","999
041","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","9","4.000","88.9",".",".",".",".",".",".","11.1","",".",".","",".",".",".",".",".","."
"ED PSYCH
315","Dept. Total","1356","3.603","55.1","19.6","10.5","6.0","2.7","0.6","0.3","4.4","",".",".","",".","0.4","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.215","25.0","23.3","31.7","10.0","10.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","268","3.480","52.6","19.8","10.1","11.9","3.7","0.4","1.5",".","",".",".","",".",".",".",".",".","."
"Junior","","333","3.559","53.5","23.1","11.4","7.5","3.6","0.9",".",".","",".",".","",".",".",".",".",".","."
"Senior","","292","3.581","54.1","22.6","11.0","6.2","2.7","1.4",".","1.7","",".",".","",".",".",".","0.3",".","."
"Undergraduates","","953","3.522","51.6","22.0","12.2","8.5","3.8","0.8","0.4","0.5","",".",".","",".",".",".","0.1",".","."
"Special","","24","3.746","70.8","16.7","8.3",".","4.2",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","373","3.846","63.3","13.7","5.9",".",".",".",".","14.5","",".",".","",".","1.6","0.8","0.3",".","."
"Prof Yr 1","","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1356","3.603","55.1","19.6","10.5","6.0","2.7","0.6","0.3","4.4","",".",".","",".","0.4","0.2","0.1",".","."
