"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","",""
"","300
001","193","2.849","8.8","14.0","46.6","8.8","16.1","5.2",".",".",".",".",".",".","0.5",".",".","."
"","300
002","222","3.086","18.0","14.4","48.6","6.3","11.7","0.9",".",".",".",".",".",".",".",".",".","."
"","300
010","126","2.948","32.5","7.9","28.6","4.0","17.5","4.0","4.8",".","0.8",".",".",".",".",".",".","."
"","300
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Organizational Behavior","Course Total","543","2.971","18.2","12.7","43.3","6.6","14.5","3.1","1.1",".","0.2",".",".",".","0.2",".",".","."
"","001
305","64","3.617","60.9","14.1","20.3","3.1",".",".","1.6",".",".",".",".",".",".",".",".","."
"","305
002","60","3.600","65.0","6.7","21.7","3.3","1.7",".","1.7",".",".",".",".",".",".",".",".","."
"","305
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Resource Management","Course Total","125","3.612","63.2","10.4","20.8","3.2","0.8",".","1.6",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","9","3.250","11.1","22.2","22.2","11.1",".",".",".","33.3",".",".",".",".",".",".",".","."
"","399
096","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","153
399","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
200","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Management","Course Total","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","420
001","27","3.833","74.1","22.2",".","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","420
002","31","3.683","58.1","16.1","22.6",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"Org & Mgmt Processes","Course Total","58","3.754","65.5","19.0","12.1","1.7",".",".",".","1.7",".",".",".",".",".",".",".","."
"Small Bus Mgmnt/Entrprshp","422
001","35","3.603","31.4","54.3","11.4",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Strategic Management","423
001","33","3.515","24.2","57.6","15.2","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar: Organizational Issues","470
002","12","3.500","41.7","33.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Public Sector Bargaining","539
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Compensation: Theory & Adm","610
001","31","3.710","58.1","25.8","16.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hum Rsrce Skills-Managers","613
001","32","3.797","59.4","40.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
010","15","3.267","26.7","26.7","33.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","700
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Organizational Behavior","Course Total","16","3.250","25.0","25.0","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","701
001","47","3.883","76.6","23.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","41","3.775","61.0","29.3","7.3",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"Motivational Effectiveness","Course Total","88","3.833","69.3","26.1","3.4",".",".",".",".",".",".",".",".",".","1.1",".",".","."
"","702
001","45","3.932","84.4","13.3",".",".",".",".",".",".",".",".",".",".",".","2.2",".","."
"","702
002","44","3.895","84.1","6.8","6.8",".",".",".",".",".",".",".",".",".","2.3",".",".","."
"Leadership Effectiveness","Course Total","89","3.914","84.3","10.1","3.4",".",".",".",".",".",".",".",".",".","1.1","1.1",".","."
"Human Resource Management","705
001","20","3.725","45.0","55.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","713
001","22","3.545","36.4","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","713
002","36","3.542","30.6","47.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","713
003","23","3.478","21.7","52.2","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","713
004","20","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Strategy","Course Total","101","3.545","33.7","41.6","24.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entrepreneurial Management","002
722","43","3.581","30.2","55.8","14.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
001","36","3.556","41.7","27.8","30.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
002","25","3.580","40.0","36.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
030","33","3.561","36.4","39.4","24.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategc Mgmt-Innovatn&Tech","Course Total","94","3.564","39.4","34.0","26.6",".",".",".",".",".",".",".",".",".",".",".",".","."
