"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10243","3.143","31.9","15.5","18.2","7.9","10.6","2.4","0.9","8.4","0.0","1.8","0.1","1.8","0.1","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1177","2.906","23.1","15.6","20.8","12.7","19.9","2.7","1.3",".",".","3.6","0.3",".",".",".",".","."
"Sophomore","","1307","3.049","30.1","16.4","18.5","11.1","15.2","3.4","0.8","0.4",".","3.9","0.1",".",".",".",".","0.2"
"Junior","","2255","3.060","30.4","18.0","22.3","9.3","12.4","3.7","1.6","0.3","0.0","1.6","0.1",".","0.0","0.2","0.1","."
"Senior","","2977","3.145","34.3","16.8","20.9","9.0","11.6","2.9","1.0","1.2",".","1.8","0.0","0.1","0.1","0.1","0.1","."
"Undergraduates","","7716","3.066","30.7","16.9","20.9","10.0","13.7","3.2","1.2","0.6","0.0","2.4","0.1","0.0","0.1","0.1","0.1","0.0"
"Special","","151","3.325","37.1","15.2","17.9","6.6","4.0","0.7","2.0","11.3",".","2.6",".",".",".","1.3","1.3","."
"Graduate","","2392","3.623","36.5","10.6","9.3","1.3","0.8","0.0",".","33.3","0.0",".",".","7.4","0.4","0.0","0.2","."
"Prof Yr 1","","17","3.733","52.9","29.4",".","5.9",".",".",".","11.8",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","3.167",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.308","33.3","16.7","33.3",".","5.6",".",".",".",".",".",".","5.6",".",".","5.6","."
"Professionals","","38","3.500","39.5","23.7","21.1","2.6","2.6",".",".","5.3",".",".",".","2.6",".",".","2.6","."
"","College Total","10297","3.143","32.2","15.4","18.2","7.9","10.5","2.4","0.9","8.4","0.0","1.8","0.1","1.7","0.1","0.1","0.1","0.0"
