"","990
033","5","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
034","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","40","",".",".",".",".",".",".",".","75.0",".",".",".","22.5","",".",".","2.5","."
"HORT
476","Dept. Total","323","3.319","37.5","16.1","16.7","6.8","7.4","1.5","0.3","10.5",".",".",".","2.8","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.308","33.3","33.3","8.3","16.7","8.3",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","39","3.405","43.6","20.5","15.4","15.4","5.1",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","78","3.407","50.0","14.1","19.2","7.7","6.4","2.6",".",".",".",".",".",".","",".",".",".","."
"Senior","","101","3.068","28.7","21.8","23.8","6.9","14.9","3.0","1.0",".",".",".",".",".","",".",".",".","."
"Undergraduates","","230","3.263","38.7","19.6","20.0","9.1","10.0","2.2","0.4",".",".",".",".",".","",".",".",".","."
"Special","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","89","3.584","31.5","7.9","9.0","1.1","1.1",".",".","38.2",".",".",".","10.1","",".",".","1.1","."
"","Dept. Total","323","3.319","37.5","16.1","16.7","6.8","7.4","1.5","0.3","10.5",".",".",".","2.8","",".",".","0.3","."
