"","990
032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","51.4",".",".",".","48.6",".",".",".","."
"COM ARTS
250","Dept. Total","3310","3.210","20.8","29.5","28.4","9.5","5.4","1.2","0.9","2.9",".","0.4",".","0.5","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","710","3.150","11.7","36.9","33.4","10.7","5.1","1.7","0.4",".",".",".",".",".",".","0.1",".","."
"Sophomore","","467","3.116","17.6","32.8","25.7","12.6","6.9","1.7","1.9","0.2",".","0.2",".",".","0.2","0.2",".","."
"Junior","","959","3.201","20.9","29.6","31.4","9.6","5.2","1.3","1.1","0.2",".","0.4",".",".","0.1","0.2",".","."
"Senior","","903","3.213","21.9","28.6","30.2","9.0","6.6","0.9","0.8","0.7",".","1.0",".",".",".","0.3",".","."
"Undergraduates","","3039","3.179","18.5","31.5","30.6","10.1","5.9","1.3","1.0","0.3",".","0.5",".",".","0.1","0.2",".","."
"Special","","19","2.664","5.3","10.5","36.8","26.3","5.3","5.3","5.3",".",".",".",".",".",".",".","5.3","."
"Graduate","","252","3.916","49.2","7.1","0.8","0.4",".",".",".","34.1",".",".",".","7.1","0.4","0.4","0.4","."
"","Dept. Total","3310","3.210","20.8","29.5","28.4","9.5","5.4","1.2","0.9","2.9",".","0.4",".","0.5","0.1","0.2","0.1","."
