"","999
084","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","21","3.967","81.0","4.8",".",".",".",".",".","9.5","",".",".","",".","4.8",".",".",".","."
"CURRIC
272","Dept. Total","2725","3.899","66.9","6.9","1.4","0.5","0.4","0.1","0.1","2.6","",".","19.3","",".","0.9","0.6",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","50.0"
"Sophomore","","54","3.852","77.8","20.4",".",".","1.9",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","448","3.884","67.4","8.7","1.6","0.7","0.2","0.2","0.2",".","",".","21.0","",".",".",".",".",".","."
"Senior","","1503","3.899","63.1","6.1","1.4","0.7","0.4",".","0.2","0.1","",".","27.9","",".",".","0.1",".",".","0.1"
"Undergraduates","","2007","3.894","64.4","7.0","1.4","0.7","0.4","0.0","0.2","0.0","",".","25.6","",".",".","0.1",".",".","0.1"
"Special","","214","3.826","82.7","4.2","4.2",".","0.9","0.5",".",".","",".","5.1","",".",".",".",".","0.5","1.9"
"Graduate","","504","3.944","69.8","7.3","0.4",".",".",".",".","13.7","",".","0.2","",".","5.0","3.0",".","0.6","."
"","Dept. Total","2725","3.899","66.9","6.9","1.4","0.5","0.4","0.1","0.1","2.6","",".","19.3","",".","0.9","0.6",".","0.1","0.2"
