"","990
042","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
061","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
067","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","21","",".",".",".",".",".",".",".","66.7",".",".",".","23.8","",".",".","9.5","."
"AN SCI
604","Dept. Total","411","3.093","33.1","14.6","22.1","9.5","10.5","3.2","1.7","3.6",".",".",".","1.2","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.111","24.1","14.9","35.6","9.2","13.8","2.3",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","64","2.987","20.3","12.5","31.3","18.8","15.6","1.6",".",".",".",".",".",".","",".",".",".","."
"Junior","","114","2.891","22.8","22.8","20.2","13.2","10.5","7.0","3.5",".",".",".",".",".","",".",".",".","."
"Senior","","75","3.177","49.3","9.3","17.3","5.3","12.0","2.7","4.0",".",".",".",".",".","",".",".",".","."
"Undergraduates","","340","3.030","28.5","15.9","25.6","11.5","12.6","3.8","2.1",".",".",".",".",".","",".",".",".","."
"Special","","5","3.500","20.0","40.0","20.0",".",".",".",".","20.0",".",".",".",".","",".",".",".","."
"Graduate","","76","3.880","65.8","5.3","3.9",".",".",".",".","15.8",".",".",".","6.6","",".",".","2.6","."
"Prof Yr 1","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 3","","1","#Num!","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","3","#Num!","33.3",".",".",".",".",".",".","66.7",".",".",".",".","",".",".",".","."
"","Dept. Total","424","3.093","35.1","14.2","21.5","9.2","10.1","3.1","1.7","3.5",".",".",".","1.2","",".",".","0.5","."
