"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2484","3.307","25.2","14.3","16.3","4.2","2.4","0.4","0.2","30.0","",".",".",".","6.6","0.2",".","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.641","66.7",".","30.8",".","2.6",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","15","3.938","93.3",".","6.7",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","29","3.144","55.2","6.9","13.8","6.9","13.8",".","3.4",".","",".",".",".",".",".",".",".","."
"Senior","","33","3.287","45.5","3.0","30.3","15.2","3.0","3.0",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","116","3.349","61.2","2.6","23.3","6.0","5.2","0.9","0.9",".","",".",".",".",".",".",".",".","."
"Special","","17","2.481","29.4",".","11.8",".","5.9",".","11.8","35.3","",".",".",".",".",".",".","5.9","."
"Graduate","","92","3.595","15.2","9.8","2.2","1.1","1.1",".",".","60.9","",".",".",".","8.7",".",".","1.1","."
"Prof Yr 1","","559","3.181","22.5","18.4","19.9","8.1","4.1","1.4","0.2","10.0","",".",".",".","14.3","0.7",".","0.4","."
"Prof Yr 2","","662","3.475","23.9","25.2","18.0","3.3","1.5",".",".","16.5","",".",".",".","11.5","0.2",".",".","."
"Prof Yr 3","","517","3.050","19.1","14.1","27.9","5.6","3.7",".",".","29.4","",".",".",".","0.2",".",".",".","."
"Prof Yr 4","","664","3.972","33.3",".",".",".",".","0.3",".","66.4","",".",".",".",".",".",".",".","."
"Professionals","","2402","3.305","25.1","14.3","15.6","4.0","2.2","0.4","0.0","31.6","",".",".",".","6.5","0.2",".","0.1","."
"","College Total","2627","3.307","26.4","13.5","15.4","4.0","2.3","0.4","0.2","31.2","",".",".",".","6.3","0.2",".","0.2","."
