"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Directed Study","198
201","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","16","3.760","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
300","18","3.607","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","21","3.859","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","24","3.726","45.8","54.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
300","24","3.747","54.2","41.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","19","3.664","31.6","68.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
300","28","3.634","42.9","39.3","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
300","24","3.692","70.8","20.8",".",".","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","010
300","24","3.895","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","22","3.858","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","22","3.786","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","242","3.749","55.4","40.9","2.9",".","0.4","0.4",".",".",".",".",".",".",".",".",".","."
"","001
301","212","2.933","18.9","12.3","28.3","14.2","24.5",".",".","1.9",".",".",".",".",".",".",".","."
"","002
301","128","3.105","20.3","21.1","34.4","7.8","16.4",".",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","340","2.999","19.4","15.6","30.6","11.8","21.5",".",".","1.2",".",".",".",".",".",".",".","."
"","302
001","39","3.158","23.1","20.5","28.2","15.4","10.3",".",".","2.6",".",".",".",".",".",".",".","."
"","002
302","36","3.181","22.2","25.0","33.3","5.6","13.9",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","75","3.169","22.7","22.7","30.7","10.7","12.0",".",".","1.3",".",".",".",".",".",".",".","."
"","001
303","122","3.074","21.3","16.4","38.5","6.6","15.6","1.6",".",".",".",".",".",".",".",".",".","."
"","303
002","98","3.031","26.5","6.1","44.9","6.1","11.2","3.1","2.0",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","220","3.055","23.6","11.8","41.4","6.4","13.6","2.3","0.9",".",".",".",".",".",".",".",".","."
"","304
001","58","3.431","39.7","22.4","24.1","12.1","1.7",".",".",".",".",".",".",".",".",".",".","."
"","304
002","53","3.425","35.8","24.5","34.0","3.8",".","1.9",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","111","3.428","37.8","23.4","28.8","8.1","0.9","0.9",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","399
201","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Envir Strategy & Sustainabilty","600
001","18","3.765","66.7","11.1","16.7",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","700
001","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
700","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
700","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
004","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
007","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
008","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","030
700","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
031","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
032","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","124","3.839","67.7","32.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
701","37","3.851","70.3","29.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
701","36","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","Course Total","73","3.897","79.5","20.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
001","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","704
030","41","3.695","48.8","41.5","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 50 of 391"
