"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","101
001","","15","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","101
002","","11","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Foundations of US Air Force I","Course Total","","26","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","201
001","","13","3.808","84.6","7.7",".",".","7.7",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","201
002","","13","3.583","53.8","15.4","15.4",".","7.7",".","",".","",".","",".","",".",".","",".","",".","","7.7",".","."
"Evolution of US Air & Space I","Course Total","","26","3.700","69.2","11.5","7.7",".","7.7","",".","",".","",".","",".",".","",".","",".","",".","3.8",".","."
"Leadership Studies I","303
001","","14","3.750","71.4","7.1","21.4",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"National Security Affairs","401
001","","16","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","82","3.872","85.4","4.9","6.1",".","2.4","",".","",".","",".","",".",".","",".","",".","",".","1.2",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","18","3.722","83.3",".","5.6",".","11.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","26","3.900","80.8","11.5","3.8",".",".","",".","",".","",".","",".",".","",".","",".","",".","3.8",".","."
"Junior","","","19","3.767","78.9","5.3","15.8",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","19","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","82","3.872","85.4","4.9","6.1",".","2.4","",".","",".","",".","",".",".","",".","",".","",".","1.2",".","."
"","Dept. Total","","82","3.872","85.4","4.9","6.1",".","2.4","",".","",".","",".","",".",".","",".","",".","",".","1.2",".","."
