"Intro to International Studies","301
001","112","2.942","12.5","19.6","38.4","13.4","13.4",".","2.7",".","",".","",".",".","",".","",".","",".",".","."
"Growth&Develpmt Global Econ","374
001","26","2.692","19.2","15.4","11.5","7.7","38.5","7.7",".",".","",".","",".",".","",".","",".","",".",".","."
"Topics in Global Security","601
001","17","3.794","58.8","41.2",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Topics:Culture-Age of Globlztn","603
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL ST
504","Dept. Total","157","3.020","19.7","21.0","29.3","10.8","15.9","1.3","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","2.500","50.0",".",".",".",".","50.0",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","50","2.872","16.0","14.0","32.0","10.0","24.0","2.0","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","103","3.075","19.4","25.2","29.1","11.7","12.6",".","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","155","3.007","18.7","21.3","29.7","11.0","16.1","1.3","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","157","3.020","19.7","21.0","29.3","10.8","15.9","1.3","1.9","",".","",".",".","",".","",".","",".",".",".","."
