"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"559
Computer Graphics","001","","44","3.375","25.0","36.4","27.3","11.4",".",".",".",".",".",".",".",".",".",".",".","."
"564","001","","47","3.371","42.6","12.8","31.9","4.3","8.5",".",".",".",".",".",".",".",".",".",".","."
"564","002","","28","2.989","21.4","21.4","25.0","7.1","14.3",".","3.6","3.6",".",".",".",".",".","3.6",".","."
"Database Mgt Systems","Course Total","","75","3.238","34.7","16.0","29.3","5.3","10.7",".","1.3","1.3",".",".",".",".",".","1.3",".","."
"576
Introduction to Bioinformatics","001","","34","3.485","47.1","17.6","23.5",".","8.8",".",".","2.9",".",".",".",".",".",".",".","."
"577
Introduction to Algorithms","001","","23","2.783","30.4","8.7","17.4","8.7","21.7","8.7","4.3",".",".",".",".",".",".",".",".","."
"635
Tools & Envirnmt-Optimizatn","001","","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"640
Intro to Computer Networks","001","","57","3.304","28.1","35.1","22.8","3.5","5.3","1.8","1.8","1.8",".",".",".",".",".",".",".","."
"679
Computer Game Technology","001","","25","3.688","48.0","36.0","12.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"681","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","11","3.760","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Construction of Compilers","001","","23","3.826","73.9","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Finite Difference Methods","001","","12","3.333","58.3",".","33.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"719
Network Flows","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"726
Nonlinear Progrmg Thry&Appl","001","","16","3.567","31.3","43.8","18.8",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"731
Adv Artificial Intelligence","001","","21","3.405","42.9","33.3","14.3",".","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","22","3.705","59.1","22.7","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","25","3.660","52.0","28.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"766
Computer Vision","001","","18","3.588","55.6","11.1","22.2",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"787
Adv Algorithms&Data Structr","001","","28","3.625","42.9","39.3","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"799","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 184 of 391",""
