"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Course Total
Indep Reading & Research","4","***","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","681","3.030","24.8","17.5","17.8","14.2","15.3","2.9","1.6","4.6","0.1",".","",".","0.3","0.1","0.4","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","67","3.299","37.3","19.4","10.4","22.4","9.0",".",".",".",".",".","",".",".",".","1.5",".","."
"Sophomore","228","2.923","22.4","16.2","18.9","14.5","22.4","3.9","1.3","0.4",".",".","",".",".",".",".",".","."
"Junior","163","2.974","19.6","22.7","18.4","14.7","14.1","2.5","3.1","4.9",".",".","",".",".",".",".",".","."
"Senior","147","2.848","15.0","15.6","23.8","15.6","15.6","4.8","2.0","5.4",".",".","",".",".",".","1.4","0.7","."
"Undergraduates","605","2.962","21.5","18.2","19.0","15.7","17.0","3.3","1.8","2.8",".",".","",".",".",".","0.5","0.2","."
"Special","8","3.320","37.5",".","37.5","12.5",".",".",".","12.5",".",".","",".",".",".",".",".","."
"Graduate","67","3.814","53.7","13.4","4.5","1.5",".",".",".","19.4","1.5",".","",".","3.0","1.5",".","1.5","."
"Prof Yr 3","1","2.000",".",".",".",".","100.0",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","1","2.000",".",".",".",".","100.0",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","681","3.030","24.8","17.5","17.8","14.2","15.3","2.9","1.6","4.6","0.1",".","",".","0.3","0.1","0.4","0.3","."
