"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9613","3.320","34.4","24.2","26.0","6.4","6.1","1.1","0.5","0.8","0.0","0.2",".","0.0","0.1","0.1","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","21","2.500","4.8","9.5","23.8",".","9.5","4.8","4.8",".",".","42.9",".",".",".",".",".","."
"Sophomore","","485","2.979","26.6","11.5","33.8","5.6","16.3","3.7","2.1",".",".","0.4",".",".",".",".",".","."
"Junior","","2674","3.185","26.9","20.2","33.8","8.8","8.1","1.5","0.5","0.1",".","0.0",".",".",".","0.0",".","."
"Senior","","3637","3.255","27.2","26.4","28.3","8.2","7.1","1.2","0.4","0.9","0.0","0.3",".",".","0.1",".",".","."
"Undergraduates","","6817","3.207","27.0","22.8","30.8","8.2","8.2","1.5","0.6","0.5","0.0","0.3",".",".","0.0","0.0",".","."
"Special","","317","3.243","30.9","23.3","24.0","9.8","5.4","0.9","2.2","2.5",".",".",".",".","0.6","0.3",".","."
"Graduate","","2435","3.695","55.7","28.0","12.6","1.0","0.4",".","0.0","1.5",".","0.1",".","0.1","0.2","0.2","0.0","."
"Prof Yr 1","","5","2.800","20.0",".","40.0",".","40.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","8","3.861","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","31","3.306","25.8","25.8","38.7","3.2","6.5",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","44","3.326","34.1","22.7","31.8","2.3","9.1",".",".",".",".",".",".",".",".",".",".","."
"","College Total","9613","3.320","34.4","24.2","26.0","6.4","6.1","1.1","0.5","0.8","0.0","0.2",".","0.0","0.1","0.1","0.0","."
