"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Topics-Dutch Life & Culture","245","001","","22","3.705","54.5","31.8","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to German Literature","274","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Intro to German Lit","284","001","","17","3.500","41.2","17.6","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honor Colloq for German 284","285","001","","17","3.559","47.1","17.6","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","298","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Literatur des 20. Jahrhunderts","305","001","","9","3.672","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","311","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem Dutch-Grad Stdts","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"3rd Sem Dutch-Grad Stdts","313","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","337","000A","","10","3.355","20.0","50.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","337","001","","18","3.702","61.1","11.1","22.2",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Adv Compositn & Conversatn","","Course Total","","28","3.586","46.4","25.0","17.9","7.1",".",".",".",".",".",".",".",".",".","3.6",".","."
"Intro to German Linguistics","351","001","","17","3.725","70.6","11.8","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","367","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","367","000B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","","Section Total","","3","3.722","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad in German Lit","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Study Abroad-German Culture","368","000A","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Study Abroad-Dutch Culture","378","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"German for Grad Reading I","391","001","","23","3.826","69.6","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Kultur des 20. Jahrhunderts","411","001","","23","3.147","21.7","21.7","21.7","13.0","13.0",".",".","4.3",".",".",".",".",".","4.3",".","."
"Topics in Dutch Culture","445","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey German Lit to 1700","611","001","","27","3.774","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Author in German Lit","633","001","","11","3.778","54.5","18.2","9.1",".",".",".",".","9.1",".",".",".",".",".",".","9.1","."
"Cultuurkunde der Lage Landen","645","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"History-German Language","650","001","","21","3.929","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Seminar in German Lit","673","001","","13","3.692","69.2","7.7","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Sr Honors Thesis-1st Sem","681","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Sem-German Lit","683","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"College Teaching of German","720","001","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Theory of Teaching German","722","001","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Pract-Teach Undergrad Ling","724","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Applied Linguistics","727","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old Germanic Languages","755","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Contemporary German","758","001","","10","3.944","80.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
