"Web Design for the Sciences","532
001","11","3.455","63.6","18.2","9.1",".",".",".","9.1",".","",".","",".",".","",".","",".","",".",".","."
"Internship","601
002","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","699
015","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","128","3.617","53.9","29.7","7.0","4.7","1.6","0.8","0.8","",".","",".","1.6","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.714","71.4",".","28.6",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","13","3.692","53.8","38.5",".","7.7",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","57","3.768","61.4","31.6","1.8","3.5",".",".",".","",".","",".","1.8","",".","",".","",".",".",".","."
"Senior","","51","3.417","43.1","29.4","11.8","5.9","3.9","2.0","2.0","",".","",".","2.0","",".","",".","",".",".",".","."
"Undergraduates","","128","3.617","53.9","29.7","7.0","4.7","1.6","0.8","0.8","",".","",".","1.6","",".","",".","",".",".",".","."
"","Dept. Total","128","3.617","53.9","29.7","7.0","4.7","1.6","0.8","0.8","",".","",".","1.6","",".","",".","",".",".",".","."
