"TERM : 1042","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2003-2004","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"GENETICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"GENETICS
412","Dept. Total","613","2.823","24.1","12.2","17.1","5.5","18.8","5.5","2.0","12.2","",".",".","",".","2.3","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.250",".",".","25.0",".","75.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","55","2.657","27.3","5.5","20.0","7.3","29.1","9.1","1.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","159","2.713","24.5","9.4","23.3","5.0","25.8","10.1","1.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","210","2.762","26.7","10.0","19.5","9.0","25.2","5.2","3.3","0.5","",".",".","",".",".","",".","0.5",".","."
"Undergraduates","","428","2.725","25.7","9.1","21.0","7.2","26.4","7.5","2.6","0.2","",".",".","",".",".","",".","0.2",".","."
"Special","","6","2.250","33.3",".",".","16.7","16.7","16.7","16.7",".","",".",".","",".",".","",".",".",".","."
"Graduate","","174","3.505","20.7","19.0","8.6","0.6","0.6","0.6",".","42.5","",".",".","",".","7.5","",".",".",".","."
"Prof Yr 1","","1","2.500",".",".",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","4","3.500",".","75.0",".",".",".",".",".",".","",".",".","",".","25.0","",".",".",".","."
"Professionals","","5","3.167",".","60.0",".","20.0",".",".",".",".","",".",".","",".","20.0","",".",".",".","."
"","Dept. Total","613","2.823","24.1","12.2","17.1","5.5","18.8","5.5","2.0","12.2","",".",".","",".","2.3","",".","0.2",".","."
