"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","12","3.667","58.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","34","3.691","55.9","26.5","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
201","","14","2.607","35.7","14.3","7.1","7.1","7.1","14.3","14.3",".",".",".",".",".",".",".",".","."
"","201
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","17","2.824","41.2","17.6","5.9","5.9","5.9","11.8","11.8",".",".",".",".",".",".",".",".","."
"","301
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","301
002","","11","3.587","45.5","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Problem Solving","Course Total","","15","3.532","40.0","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","401
001","","15","3.633","46.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","81","3.411","48.1","28.4","13.6","3.7","1.2","2.5","2.5",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","19","3.043","47.4","21.1","15.8","5.3",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"Sophomore","","","31","3.333","48.4","29.0","12.9",".","3.2","3.2","3.2",".",".",".",".",".",".",".",".","."
"Junior","","","12","3.417","25.0","41.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","19","3.730","63.2","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","81","3.411","48.1","28.4","13.6","3.7","1.2","2.5","2.5",".",".",".",".",".",".",".",".","."
"","Dept. Total","","81","3.411","48.1","28.4","13.6","3.7","1.2","2.5","2.5",".",".",".",".",".",".",".",".","."
