"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2951","3.368","35.6","17.6","22.6","9.6","7.3","0.7","0.2","1.6","",".","4.3",".","0.4","0.1","0.0",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.656","37.5","37.5","25.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","33","3.144","30.3","21.2","12.1","24.2","9.1","3.0",".",".","",".",".",".",".",".",".",".","."
"Junior","","148","3.380","37.2","22.3","27.7","7.4","4.7","0.7",".",".","",".",".",".",".",".",".",".","."
"Senior","","193","3.366","46.1","12.4","18.7","9.8","7.3","3.1","0.5","1.6","",".",".",".",".",".","0.5",".","."
"Undergraduates","","382","3.361","41.1","17.5","21.7","9.9","6.3","2.1","0.3","0.8","",".",".",".",".",".","0.3",".","."
"Special","","8","2.808","37.5","12.5","12.5","12.5",".","12.5","12.5",".","",".",".",".",".",".",".",".","."
"Graduate","","164","3.795","53.0","7.3","4.3","0.6","0.6",".",".","25.6","",".",".",".","7.3","1.2",".",".","."
"Prof Yr 1","","551","2.924","34.1","16.0","22.0","14.2","12.3","0.5","0.4","0.2","",".","0.2",".","0.2",".",".",".","."
"Prof Yr 2","","1173","3.285","38.7","14.9","22.3","7.1","6.0","0.5",".",".","",".","10.4",".","0.1",".",".",".","."
"Prof Yr 3","","796","3.270","43.1","16.1","23.6","9.5","6.5","0.5","0.1",".","",".","0.5",".",".",".",".",".","."
"Prof Yr 4","","257","3.817","72.4","18.7","5.8","2.3","0.4",".","0.4",".","",".",".",".",".",".",".",".","."
"Professionals","","2777","3.360","42.2","15.8","21.1","8.8","6.9","0.5","0.1","0.0","",".","4.6",".","0.1",".",".",".","."
"","College Total","3331","3.368","42.6","15.6","20.3","8.5","6.5","0.7","0.2","1.4","",".","3.8",".","0.4","0.1","0.0",".","."
