"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Strategy-Inclusive Schoolng","Course Total","","161","3.932","91.9","3.1","4.3","0.6",".",".",".",".",".",".",".",".",".",".",".","."
"514
Instrctnl Computn-Schools I","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"516
Religion and Public Education","001","","6","3.700","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"561
Teacher Ed-Human Sexuality","001","","31","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"567
Iss, Mtls & Mthds-Hlth Educ","001","","31","3.952","93.5","3.2","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"600
Methods-Instructn w/Technol","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"604
Seminar on Literacy","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620
Fld Proj-Lib&Info Agencies","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"626","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"626","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Action Research in Schools","Course Total","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"660","001","","25","3.760","80.0","16.0",".",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"660","002","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Early Childhood Education","Course Total","","47","3.851","85.1","12.8",".",".",".",".","2.1",".",".",".",".",".",".",".",".","."
"674
Adv Methods in Teaching ESL","001","","11","3.318","27.3","45.5","18.2",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"675","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","001","","27","4.000","85.2",".",".",".",".",".",".",".",".",".",".",".",".",".",".","14.8"
"","Section Total","","48","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"675","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"675","003","","13","3.462","38.5","30.8","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"675","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"675","007","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","008","","37","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","120","3.862","90.0","3.3","2.5",".","0.8",".",".",".",".",".",".",".",".",".",".","3.3"
"690","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","084","","16","3.925","93.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"690","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","19","3.940","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","188","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","22","4.000","81.8",".",".",".",".",".",".","4.5",".",".",".","4.5","9.1",".",".","."
