"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"449
Animal Behavior","001","","99","2.813","14.1","9.1","30.3","15.2","27.3","1.0",".","1.0",".",".",".",".",".","1.0","1.0","."
"484
Honors-Behavioral Neurosci","001","","19","3.528","47.4","21.1","15.8","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"485","001","","11","3.850","72.7","9.1","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"485","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Lab-Behavrl Neurosci","Course Total","","19","3.917","84.2","5.3","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"507
Psychology of Personality","001","","201","3.280","26.9","32.3","21.4","11.9","3.5","1.5","1.0","1.5",".",".",".",".",".",".",".","."
"509
Abnormal Psychology","001","","378","2.749","10.3","9.8","35.4","16.1","24.1","1.6","1.6","1.1",".",".",".",".",".",".",".","."
"517","001","","27","3.741","55.6","37.0","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"517","002","","23","3.717","56.5","30.4","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","","50","3.730","56.0","34.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"522
Psychology of Women","001","","36","3.257","19.4","33.3","30.6","5.6","8.3",".",".","2.8",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","29","3.268","44.8","17.2","17.2",".","10.3","3.4","3.4","3.4",".",".",".",".",".",".",".","."
"530
Intro-Social Psychology","002","","59","3.276","20.3","35.6","28.8","11.9",".",".","1.7","1.7",".",".",".",".",".",".",".","."
"560
Child Psychology","001","","200","3.440","49.0","18.5","19.5","4.0","6.5",".","2.0","0.5",".",".",".",".",".",".",".","."
"610
Stat Anal-Psych Experiments","001","","25","3.580","48.0","36.0","12.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"618","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","002","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","003","","12","3.956","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","005","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","006","","56","3.903","85.7","10.7",".","1.8","1.8",".",".",".",".",".",".",".",".",".",".","."
"618","007","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","","118","3.950","92.4","5.9",".","0.8","0.8",".",".",".",".",".",".",".",".",".",".","."
"619
Biology of Mind","001","","15","3.567","33.3","53.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"652
Sociotechnical Systems","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Honors Seminar in Psych","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
