"","990
085","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
086","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
088","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","63","",".",".",".",".",".",".",".","88.9",".",".",".","9.5","",".",".","1.6","."
"AHABS
952","Dept. Total","202","3.315","40.1","5.0","13.9","4.0","3.0","0.5","1.5","27.7",".",".",".","4.0","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.641","66.7",".","30.8",".","2.6",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","26","3.094","50.0","7.7","15.4","7.7","15.4",".","3.8",".",".",".",".",".","",".",".",".","."
"Senior","","30","3.202","40.0","3.3","33.3","16.7","3.3","3.3",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","109","3.299","58.7","2.8","24.8","6.4","5.5","0.9","0.9",".",".",".",".",".","",".",".",".","."
"Special","","5","1.818","60.0",".",".",".",".",".","40.0",".",".",".",".",".","",".",".",".","."
"Graduate","","87","3.685","16.1","8.0","1.1","1.1",".",".",".","63.2",".",".",".","9.2","",".",".","1.1","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"","Dept. Total","202","3.315","40.1","5.0","13.9","4.0","3.0","0.5","1.5","27.7",".",".",".","4.0","",".",".","0.5","."
