"","999
054","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
060","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","21","3.868","71.4","14.3","4.8",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"E C E
320","Dept. Total","3112","3.232","33.5","20.6","19.6","9.2","6.1","1.5","0.6","5.6","0.0","0.3",".","2.4","0.2","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.800","50.0",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","212","2.995","44.3","18.9","15.6","10.4","7.1","1.9","1.9",".",".",".",".",".",".",".",".","."
"Junior","","778","3.121","30.6","22.8","24.7","12.6","7.2","1.7","0.5",".",".",".",".",".",".",".",".","."
"Senior","","1197","3.172","35.4","20.3","20.6","11.5","8.6","2.3","0.8","0.1",".","0.1",".",".",".","0.1","0.2","."
"Undergraduates","","2189","3.138","34.6","21.0","21.6","11.8","7.9","2.0","0.8","0.0",".","0.0",".",".",".","0.0","0.1","."
"Special","","44","3.121","22.7","15.9","29.5","6.8","9.1",".","2.3","4.5",".",".",".",".","4.5","2.3","2.3","."
"Graduate","","1019","3.533","27.0","17.1","12.4","2.5","1.2","0.2","0.1","17.0","0.1","14.0","0.4","7.4","0.4","0.2","0.1","0.1"
"","Dept. Total","3252","3.232","32.0","19.7","18.8","8.8","5.8","1.4","0.6","5.4","0.0","4.4","0.1","2.3","0.2","0.1","0.1","0.0"
