"TERM : 1042","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2003-2004","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"WOMEN ST
963","Dept. Total","1050","3.514","44.5","29.6","15.2","5.6","3.1","0.8","0.3","0.7","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","97","3.443","32.0","39.2","20.6","6.2","1.0",".","1.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","206","3.583","48.1","31.6","13.1","4.4","2.4","0.5",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","320","3.513","44.1","30.9","13.8","5.9","3.4","0.6","0.3","0.6","",".",".","",".","",".",".","0.3",".","."
"Senior","","406","3.478","44.1","26.1","17.0","6.2","3.9","1.2","0.2","1.2","",".",".","",".","",".",".",".",".","."
"Undergraduates","","1029","3.506","43.7","29.9","15.5","5.7","3.2","0.8","0.3","0.7","",".",".","",".","",".",".","0.1",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","20","3.921","80.0","15.0",".",".",".",".",".",".","",".",".","",".","",".","5.0",".",".","."
"","Dept. Total","1050","3.514","44.5","29.6","15.2","5.6","3.1","0.8","0.3","0.7","",".",".","",".","",".","0.1","0.1",".","."
