"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Immigratn&Assimlatn-Am Hist","403","001","67","3.297","23.9","31.3","34.3","3.0","3.0","1.5","1.5",".",".",".",".",".","1.5",".",".","."
"History-American Education","412","001","67","3.108","9.0","37.3","28.4","13.4","7.5","1.5",".","1.5",".",".",".",".",".","1.5",".","."
"History of Russia","418","001","76","3.135","13.2","27.6","38.2","7.9","1.3",".","2.6","9.2",".",".",".",".",".",".",".","."
"Soviet Union & World,1917-1991","424","001","35","3.045","20.0","14.3","37.1","11.4","11.4","2.9",".",".",".",".",".",".","2.9",".",".","."
"History of North Africa","440","001","34","3.508","26.5","47.1","20.6","2.9",".",".",".",".",".",".",".",".",".",".","2.9","."
"History of Medieval India","448","001","55","3.219","18.2","30.9","36.4","10.9","1.8","1.8",".",".",".",".",".",".",".",".",".","."
"Am Relig Hist to Mid-19th c","451","001","14","2.857",".","28.6","21.4","42.9","7.1",".",".",".",".",".",".",".",".",".",".","."
"Japan Mod Century:1853-1952","455","001","44","3.354","29.5","29.5","25.0","11.4","2.3",".",".","2.3",".",".",".",".",".",".",".","."
"Amer Environmental History","460","001","100","3.328","29.0","27.0","23.0","14.0","2.0","1.0",".","4.0",".",".",".",".",".",".",".","."
"The American West to 1850","461","001","62","3.150","22.6","29.0","25.8","6.5","6.5","1.6","3.2","4.8",".",".",".",".",".",".",".","."
"Topics in S Asian History","463","001","14","3.536","50.0","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"American Economy to 1865","465","001","12","3.113","25.0","33.3","25.0",".",".",".","8.3",".",".",".",".",".",".","8.3",".","."
"Eur Soc Hist 1914-Present","475","001","47","2.778","8.5","19.1","19.1","31.9","8.5","2.1","4.3","2.1",".",".",".",".",".","4.3",".","."
"Compar Hist-Chldhood&Adoles","478","001","31","3.452","41.9","16.1","32.3","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"","500","000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","500","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","500","003","7","3.071","14.3","71.4",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Reading Seminar in History","","Course Total","13","3.400","46.2","38.5",".","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"Society&Health Care-Am Hist","504","001","16","2.918","18.8","18.8","25.0","12.5","18.8","6.3",".",".",".",".",".",".",".",".",".","."
"Eur Cultural Hist 1815-1870","513","001","31","3.056","19.4","29.0","25.8",".","3.2","3.2","6.5","3.2",".",".",".",".",".","9.7",".","."
"Hist-Eur Jewry, 1648-1939","529","002","27","3.611","29.6","63.0","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Social Sciences","536","001","14","3.500","42.9","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".","7.1","."
"Adv Intdis Stdy-Medvl Civ","550","001","14","3.269","35.7","7.1","28.6","14.3","7.1",".",".",".",".",".",".",".",".",".","7.1","."
"Hist of Mass Communication","560","001","24","2.917","8.3","20.8","41.7","12.5","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561","001","15","2.900","20.0","6.7","40.0","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"History of Books&Printing","570","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","001","12","3.458","50.0","8.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","600","002","14","3.786","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","003","15","2.964","13.3","40.0","13.3","6.7","13.3",".","6.7",".",".",".",".",".","6.7",".",".","."
"","600","004","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","006","16","3.344","25.0","31.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","600","007","15","3.467","46.7","26.7","20.0",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","600","008","14","3.786","71.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","600","009","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","600","010","16","3.500","37.5","37.5","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","600","011","15","3.700","53.3","40.0",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","600","015","13","3.346","46.2","7.7","23.1","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","600","016","14","3.429","28.6","35.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","600","017","15","3.692","46.7","26.7","13.3",".",".",".",".",".",".",".",".",".","6.7","6.7",".","."
"","600","018","7","3.583","42.9","14.3","28.6",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","600","019","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","","Course Total","198","3.534","45.5","27.8","16.7","5.1","2.0","0.5","0.5",".",".",".",".",".","1.5","0.5",".","."
