"","990
027","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","64","",".",".",".",".",".",".",".","65.6",".",".",".","32.8",".",".","1.6","."
"Adv Independent Reading","999
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GEOLOGY
420","Dept. Total","1895","2.990","21.6","14.7","31.2","9.2","12.5","2.8","0.9","5.4",".","0.1",".","1.1","0.2","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","227","2.806","18.5","8.8","32.6","7.5","24.7","7.0",".",".",".","0.9",".",".",".",".",".","."
"Sophomore","","397","2.935","19.1","12.6","35.8","12.3","14.4","4.0","1.3","0.3",".",".",".",".",".","0.3",".","."
"Junior","","472","2.950","19.1","16.9","34.3","10.8","14.2","2.3","0.8","0.8",".",".",".",".","0.4",".","0.2","."
"Senior","","587","3.048","20.4","19.9","34.1","9.4","9.4","1.7","1.5","3.4",".",".",".",".","0.2",".",".","."
"Undergraduates","","1683","2.955","19.5","15.9","34.3","10.2","14.0","3.1","1.1","1.5",".","0.1",".",".","0.2","0.1","0.1","."
"Special","","11","3.667","27.3","18.2",".",".",".",".",".","18.2",".",".",".",".",".",".","36.4","."
"Graduate","","201","3.695","38.8","5.0","6.5","1.0","0.5",".",".","37.3",".",".",".","10.4",".",".","0.5","."
"","Dept. Total","1895","2.990","21.6","14.7","31.2","9.2","12.5","2.8","0.9","5.4",".","0.1",".","1.1","0.2","0.1","0.3","."
