"","990
011","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
015","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1","",".",".",".","."
"Independent Work","999
009","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"COMP LIT
260","Dept. Total","599","3.453","38.4","29.7","16.0","7.8","3.3","0.5","0.8","2.3",".","0.5",".","0.2","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","152","3.373","34.9","28.3","17.8","10.5","7.2",".","0.7",".",".",".",".",".","",".","0.7",".","."
"Sophomore","","217","3.429","34.1","35.9","17.1","8.3","2.8","0.5","0.9","0.5",".",".",".",".","",".",".",".","."
"Junior","","95","3.461","43.2","26.3","17.9","9.5","1.1","1.1","1.1",".",".",".",".",".","",".",".",".","."
"Senior","","80","3.467","41.3","28.8","18.8","5.0","2.5","1.3","1.3",".",".",".",".",".","",".","1.3",".","."
"Undergraduates","","544","3.424","36.9","31.1","17.6","8.6","3.7","0.6","0.9","0.2",".",".",".",".","",".","0.4",".","."
"Special","","3","3.750","33.3","33.3",".",".",".",".",".","33.3",".",".",".",".","",".",".",".","."
"Graduate","","52","3.888","53.8","15.4",".",".",".",".",".","23.1",".","5.8",".","1.9","",".",".",".","."
"","Dept. Total","599","3.453","38.4","29.7","16.0","7.8","3.3","0.5","0.8","2.3",".","0.5",".","0.2","",".","0.3",".","."
