"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11580","3.698","57.3","16.7","7.6","2.6","1.8","0.6","0.4","6.2","0.1","5.2",".","0.6","0.5","0.2","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","636","3.407","49.4","19.7","14.0","4.6","8.3","1.4","0.9","1.1",".",".",".",".",".","0.3",".","0.3"
"Sophomore","","1323","3.543","53.7","22.1","10.7","5.3","3.6","1.4","0.5","2.3","0.2",".",".",".",".","0.1","0.1","."
"Junior","","2243","3.633","53.7","22.3","10.4","3.4","2.0","0.6","0.4","2.7","0.1","4.2",".",".",".","0.2","0.0","."
"Senior","","4460","3.714","56.5","16.5","6.9","2.4","1.3","0.5","0.5","4.8","0.1","10.2",".",".","0.1","0.1","0.0","0.0"
"Undergraduates","","8662","3.643","54.8","19.1","8.9","3.3","2.3","0.7","0.5","3.6","0.1","6.4",".",".","0.0","0.1","0.0","0.0"
"Special","","560","3.766","63.0","9.3","6.1","0.9","1.4","0.4","0.5","13.8",".","2.0",".",".","0.5","0.5","0.9","0.7"
"Graduate","","2324","3.894","65.3","9.4","3.3","0.4","0.1",".","0.0","13.8","0.1","1.7",".","3.1","2.1","0.3","0.5","."
"Prof Yr 1","","12","3.375","25.0","16.7","16.7","8.3",".",".",".","25.0",".","8.3",".",".",".",".",".","."
"Prof Yr 2","","3","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","19","3.948","63.2",".",".","5.3",".",".",".","31.6",".",".",".",".",".",".",".","."
"Professionals","","34","3.714","44.1","5.9","5.9","5.9",".",".",".","35.3",".","2.9",".",".",".",".",".","."
"","College Total","11580","3.698","57.3","16.7","7.6","2.6","1.8","0.6","0.4","6.2","0.1","5.2",".","0.6","0.5","0.2","0.2","0.1"
