"","990
022","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
025","1","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
026","2","***","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","49","",".",".",".",".","",".","",".","",".","79.6",".",".",".","20.4","",".",".",".","."
"PHMCOL-M
724","Dept. Total","127","3.560","38.6","4.7","18.1",".","",".","",".","",".","30.7",".",".",".","7.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","122","3.548","38.5","4.9","18.9",".","",".","",".","",".","29.5",".",".",".","8.2","",".",".",".","."
"Prof Yr 3","","4","4.000","25.0",".",".",".","",".","",".","",".","75.0",".",".",".",".","",".",".",".","."
"Professionals","","4","4.000","25.0",".",".",".","",".","",".","",".","75.0",".",".",".",".","",".",".",".","."
"","Dept. Total","127","3.560","38.6","4.7","18.1",".","",".","",".","",".","30.7",".",".",".","7.9","",".",".",".","."
