"MEDICAL MICROBIOL & IMMUN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","46","",".",".",".",".",".",".",".","97.8","2.2",".",".","",".","",".",".",".","."
"M M & I
620","Dept. Total","708","3.370","39.8","17.8","23.0","6.2","3.8","0.8","0.1","8.1","0.1",".",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.000",".",".","100.0",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Sophomore","","18","2.951","22.2","16.7","16.7","22.2","22.2",".",".",".",".",".",".","",".","",".",".",".","."
"Junior","","117","3.221","29.9","21.4","29.1","11.1","5.1","2.6",".",".",".",".",".","",".","",".","0.9",".","."
"Senior","","222","3.408","46.8","18.9","20.7","5.4","5.9","0.9","0.5","0.9",".",".",".","",".","",".",".",".","."
"Undergraduates","","359","3.318","39.8","19.5","23.7","8.1","6.4","1.4","0.3","0.6",".",".",".","",".","",".","0.3",".","."
"Special","","12","3.162","16.7","8.3","66.7","8.3",".",".",".",".",".",".",".","",".","",".",".",".","."
"Graduate","","173","3.601","50.3","5.8","10.4","1.2",".","0.6",".","31.2","0.6",".",".","",".","",".",".",".","."
"Prof Yr 1","","3","3.150","33.3",".","33.3","33.3",".",".",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","158","3.388","30.4","28.5","31.6","7.0","2.5",".",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.200","33.3",".","33.3",".",".",".",".","33.3",".",".",".","",".","",".",".",".","."
"Professionals","","164","3.383","30.5","27.4","31.7","7.3","2.4",".",".","0.6",".",".",".","",".","",".",".",".","."
"","Dept. Total","708","3.370","39.8","17.8","23.0","6.2","3.8","0.8","0.1","8.1","0.1",".",".","",".","",".","0.1",".","."
