"","990
053","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
055","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
057","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".","",".","69.2",".",".",".","30.8","",".",".",".","."
"ANATOMY
144","Dept. Total","359","3.543","49.6","16.4","21.2","7.0","1.7","0.6","",".","2.5",".",".",".","1.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","",""
"Junior","","16","2.740","12.5","12.5","37.5","12.5","12.5","12.5","",".",".",".",".",".",".","",".",".",".","."
"Senior","","8","3.160","37.5",".","25.0","25.0","12.5",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","24","2.884","20.8","8.3","33.3","16.7","12.5","8.3","",".",".",".",".",".",".","",".",".",".","."
"Graduate","","30","3.786","53.3",".",".","3.3",".",".","",".","30.0",".",".",".","13.3","",".",".",".","."
"Prof Yr 1","","305","3.567","51.5","18.7","22.3","6.6","1.0",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","305","3.567","51.5","18.7","22.3","6.6","1.0",".","",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","359","3.543","49.6","16.4","21.2","7.0","1.7","0.6","",".","2.5",".",".",".","1.1","",".",".",".","."
