"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","319","3.612","65.2","17.6","10.3","2.5","2.2","0.6","0.6","0.3","",".",".",".","",".","",".","0.3","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.500","62.0","16.9","11.3","1.4","5.6","1.4","1.4",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","87","3.572","65.5","19.5","8.0","1.1","2.3","1.1","1.1",".","",".",".",".","",".","",".","1.1",".","."
"Junior","","66","3.544","56.1","21.2","19.7","3.0",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","97","3.739","75.3","14.4","5.2","4.1","1.0",".",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","321","3.612","65.7","17.8","10.3","2.5","2.2","0.6","0.6",".","",".",".",".","",".","",".","0.3",".","."
"Special","","2","",".",".",".",".",".",".",".","50.0","",".",".",".","",".","",".",".","50.0","."
"","College Total","323","3.612","65.3","17.6","10.2","2.5","2.2","0.6","0.6","0.3","",".",".",".","",".","",".","0.3","0.3","."
