"","999
033","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
037","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".","",".",".",".",".",".","."
"PHILOS
736","Dept. Total","1956","3.222","28.0","26.3","21.5","9.3","6.1","2.0","1.6","3.6","0.1",".","",".","0.4","0.4","0.4","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","265","3.177","21.5","33.2","22.3","11.3","7.9","2.3","0.8",".",".",".","",".",".",".","0.8",".","."
"Sophomore","","405","3.207","26.2","26.7","24.7","11.6","5.4","1.7","1.5","1.5",".",".","",".",".","0.2","0.2",".","0.2"
"Junior","","492","3.101","24.6","25.8","23.4","9.6","8.7","2.8","3.0","1.2",".",".","",".",".","0.2","0.6",".","."
"Senior","","648","3.279","31.2","27.9","21.9","8.6","5.2","1.9","1.4","1.1",".",".","",".","0.3","0.2","0.3",".","."
"Undergraduates","","1810","3.199","26.9","27.8","23.0","9.9","6.6","2.2","1.8","1.0",".",".","",".","0.1","0.2","0.4",".","0.1"
"Special","","41","3.819","41.5","12.2",".","2.4",".",".",".","22.0",".",".","",".",".","2.4",".","19.5","."
"Graduate","","103","3.877","42.7","4.9","3.9",".",".",".",".","39.8","1.0",".","",".","4.9","2.9",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Professionals","","2","3.000",".",".","50.0",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"","Dept. Total","1956","3.222","28.0","26.3","21.5","9.3","6.1","2.0","1.6","3.6","0.1",".","",".","0.4","0.4","0.4","0.4","0.1"
