"","775
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
020","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Externship","Course Total","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"PATH-BIO
703","Dept. Total","548","3.484","32.7","30.8","22.1","4.0","2.0",".",".","8.4",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","5","3.056",".","40.0","20.0",".","20.0",".",".","20.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","552","3.474","28.3","30.3","21.6","4.0","1.8",".",".","14.1",".",".",".",".",".",".",".","."
"Prof Yr 4","","61","4.000","36.1",".",".",".",".",".",".","63.9",".",".",".",".",".",".",".","."
"Professionals","","613","3.486","29.0","27.2","19.4","3.6","1.6",".",".","19.1",".",".",".",".",".",".",".","."
"","Dept. Total","620","3.484","28.9","27.3","19.5","3.5","1.8",".",".","19.0",".",".",".",".",".",".",".","."
