"Seminar: Brazilian Literature","751
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"Independent Reading","899
022","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","990
032","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"PORTUG
782","Dept. Total","191","3.375","46.1","18.8","16.8","4.7","8.4","1.6","1.0","1.0","0.5","0.5","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.355","57.1","7.1","21.4","7.1",".",".","7.1",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","45","3.144","33.3","17.8","20.0","11.1","15.6",".","2.2",".",".",".","",".","",".","",".",".",".","."
"Junior","","52","3.297","42.3","21.2","15.4","3.8","13.5","3.8",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","36","3.327","36.1","19.4","30.6","2.8","5.6","2.8",".","2.8",".",".","",".","",".","",".",".",".","."
"Undergraduates","","147","3.261","39.5","18.4","21.1","6.1","10.9","2.0","1.4","0.7",".",".","",".","",".","",".",".",".","."
"Special","","5","3.583","40.0","40.0","20.0",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","37","3.923","75.7","13.5",".",".",".",".",".","2.7","2.7","2.7","",".","",".","",".",".","2.7","."
"Prof Yr 2","","2","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","191","3.375","46.1","18.8","16.8","4.7","8.4","1.6","1.0","1.0","0.5","0.5","",".","",".","",".",".","0.5","."
