"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"","490
056","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","490
076","5","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Rsch-Integrated LiberalStudies","Course Total","30","3.981","96.7","3.3",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"ILS
500","Dept. Total","1503","3.403","26.7","27.7","19.4","3.8","2.7","1.0","0.2","1.6","0.1","16.2","",".","",".","0.1","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","641","3.340","18.6","23.6","21.1","4.1","1.6","0.8","0.2",".",".","30.0","",".","",".",".","0.2","0.2","."
"Sophomore","","444","3.448","28.4","36.0","19.8","2.9","3.8",".",".",".",".","8.8","",".","",".",".",".","0.2","."
"Junior","","213","3.398","39.0","25.8","17.4","5.6","3.3","2.3","0.9",".",".","4.2","",".","",".",".","0.5","0.9","."
"Senior","","175","3.472","41.7","29.1","17.7","3.4","3.4","2.3",".",".",".","1.1","",".","",".",".",".","1.1","."
"Undergraduates","","1473","3.405","27.2","28.3","19.8","3.9","2.7","1.0","0.2",".",".","16.4","",".","",".",".","0.1","0.4","."
"Special","","30","2.500","3.3",".",".",".",".","3.3",".","80.0","3.3","6.7","",".","",".","3.3",".",".","."
"","Dept. Total","1503","3.403","26.7","27.7","19.4","3.8","2.7","1.0","0.2","1.6","0.1","16.2","",".","",".","0.1","0.1","0.4","."
