"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","172","2.906","15.1","21.5","27.3","19.2","9.9","1.7","4.1","1.2",".",".",".",".",".",".",".","."
"","202
001","315","2.689","20.0","15.6","16.2","15.2","17.1","12.7","2.9",".","0.3",".",".",".",".",".",".","."
"","202
002","333","2.968","26.1","18.9","16.8","16.8","14.1","5.4","1.8",".",".",".",".",".",".",".",".","."
"","202
003","323","2.739","15.8","16.4","18.6","19.2","20.7","5.6","2.8","0.3",".",".",".",".",".",".","0.3","0.3"
"","202
004","331","2.658","16.6","13.0","18.1","12.7","28.7","8.8","1.5",".",".",".",".",".",".","0.6",".","."
"","005
202","322","2.734","17.4","12.7","21.7","15.5","25.5","4.3","2.8",".",".",".",".",".",".",".",".","."
"","202
040","18","2.361","5.6","16.7","5.6","11.1","50.0","11.1",".",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1642","2.755","19.1","15.3","18.1","15.8","21.6","7.4","2.3","0.1","0.1",".",".",".",".","0.1","0.1","0.1"
"","210
001","57","2.491","7.0","8.8","29.8","12.3","31.6","7.0","3.5",".",".",".",".",".",".",".",".","."
"","210
002","66","2.614","16.7","4.5","27.3","12.1","30.3","6.1","3.0",".",".",".",".",".",".",".",".","."
"","210
003","53","2.981","22.6","17.0","26.4","17.0","13.2",".","3.8",".",".",".",".",".",".",".",".","."
"","004
210","57","2.965","22.8","21.1","22.8","10.5","15.8","5.3","1.8",".",".",".",".",".",".",".",".","."
"","005
210","57","2.500","14.0","7.0","26.3","8.8","31.6","5.3","7.0",".",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","290","2.703","16.6","11.4","26.6","12.1","24.8","4.8","3.8",".",".",".",".",".",".",".",".","."
"Freshman Seminar in Psychology","211
001","19","3.711","52.6","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225
001","49","2.612","14.3","10.2","24.5","14.3","26.5","6.1","4.1",".",".",".",".",".",".",".",".","."
"","225
002","37","2.568","8.1","8.1","27.0","13.5","37.8","5.4",".",".",".",".",".",".",".",".",".","."
"","003
225","45","2.578","13.3","8.9","26.7","13.3","28.9","2.2","6.7",".",".",".",".",".",".",".",".","."
"","225
004","45","2.433","4.4","4.4","33.3","15.6","33.3","4.4","4.4",".",".",".",".",".",".",".",".","."
"","005
225","33","2.621","18.2","3.0","27.3","12.1","30.3","6.1","3.0",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","209","2.560","11.5","7.2","27.8","13.9","31.1","4.8","3.8",".",".",".",".",".",".",".",".","."
"","281
001","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","281
002","21","3.571","52.4","14.3","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","Course Total","39","3.679","59.0","20.5","17.9","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Experimental Psych-Graduate","325
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","10","3.050","20.0","20.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","386
001","13","3.538","46.2","15.4","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","42","3.857","83.3","4.8","11.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","406
001","83","2.892","12.0","9.6","48.2","9.6","18.1","2.4",".",".",".",".",".",".",".",".",".","."
"Psychometric Methods II","410
001","22","3.432","54.5","9.1","22.7","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","411
003","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
004","24","3.250","25.0","25.0","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","005
411","28","3.625","42.9","39.3","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
411","27","3.426","22.2","48.1","22.2","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","411
015","30","3.367","26.7","30.0","33.3","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
019","26","3.560","57.7","11.5","15.4","3.8","7.7",".",".",".",".",".",".",".","3.8",".",".","."
"","411
048","24","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
050","25","3.220","20.0","24.0","44.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","411
055","25","3.708","64.0","24.0","4.0",".",".","4.0",".","4.0",".",".",".",".",".",".",".","."
"","411
066","24","3.813","66.7","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","245","3.541","45.7","26.1","21.2","2.9","2.9","0.4",".","0.4",".",".",".",".","0.4",".",".","."
"Psychology of Language","421
001","24","3.396","50.0","8.3","25.0","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 277 of 391",""
