"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
010","14","3.357","28.6","21.4","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","011
344","18","3.306","22.2","33.3","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.324","17.6","41.2","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.324","23.5","29.4","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","014
344","18","3.222","22.2","16.7","44.4","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.294","17.6","35.3","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","016
344","18","3.278","33.3","27.8","16.7","16.7",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
017","18","3.278","27.8","16.7","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
018","18","3.333","27.8","33.3","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
019","13","3.231","38.5","7.7","23.1","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"","020
344","11","3.409","27.3","36.4","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
021","15","3.333","26.7","26.7","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","022
344","14","3.214","14.3","21.4","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","347","3.300","25.1","28.0","32.0","12.4","2.3","0.3",".",".",".",".",".",".",".",".",".","."
"","001
345","204","2.895","35.8","1.5","27.9",".","24.5","8.3","2.0",".",".",".",".",".",".",".",".","."
"","345
002","171","2.722","24.6","10.5","19.3","9.9","24.0","6.4","5.3",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","375","2.816","30.7","5.6","24.0","4.5","24.3","7.5","3.5",".",".",".",".",".",".",".",".","."
"","346
001","7","3.615","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
346","11","3.325","27.3","36.4","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","18","3.439","33.3","33.3","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","32","3.031","12.5","25.0","34.4","18.8","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","23","3.630","60.9","13.0","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","001
561","33","2.621","21.2","6.1","24.2","15.2","18.2","9.1","6.1",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","55","2.927","25.5","10.9","34.5","7.3","12.7","5.5","3.6",".",".",".",".",".",".",".",".","."
"","563
001","14","3.464","28.6","35.7","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
002","14","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
563","12","3.375","41.7","25.0","25.0",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","563
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","56","3.517","35.7","37.5","25.0",".",".","1.8",".",".",".",".",".",".",".",".",".","."
"","564
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","8","3.063","12.5","62.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","70","2.964","27.1","11.4","27.1","12.9","14.3","5.7","1.4",".",".",".",".",".",".",".",".","."
"","567
001","7","3.429","42.9","28.6","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","567
002","8","2.938","12.5","37.5",".","25.0","25.0",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","15","3.167","26.7","33.3","6.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"Spectrochemical Measuremts","605
001","51","3.439","31.4","27.5","33.3","2.0","2.0",".",".","2.0",".",".",".",".","2.0",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","18","3.694","55.6","22.2","16.7",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","19","3.611","47.4","21.1","26.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Separations-Chem Analysis","625
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 169 of 391",""
