"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","58","3.526","43.1","36.2","12.1","3.4","3.4","1.7",".","",".","",".","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","300
001","","25","3.260","20.0","40.0","24.0","4.0","12.0",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","83","3.446","36.1","37.3","15.7","3.6","6.0","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.500","27.3","63.6",".",".","9.1",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","30","3.400","36.7","26.7","23.3","6.7","6.7",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","25","3.440","32.0","44.0","12.0","4.0","8.0",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.500","47.1","29.4","17.6",".",".","5.9","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","83","3.446","36.1","37.3","15.7","3.6","6.0","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","83","3.446","36.1","37.3","15.7","3.6","6.0","1.2","",".","",".","",".",".","",".","",".","",".",".",".","."
