"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","46","3.600","43.5","34.8","15.2","4.3",".",".",".",".",".",".",".",".",".","2.2",".","."
"Asian American Movement","153
001","20","3.853","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic Movements in U.S.","220
001","11","3.409","18.2","45.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","11","3.545","45.5","36.4","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Mutl Perceptns-Racl Minorty","443
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","540
001","12","3.591","33.3","41.7","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Humanities Topics","560
001","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Amer Women Writers","595
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mass Media and Minorities","662
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Ind Study:Directed Readings","699
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ASIAN AM
184","Dept. Total","118","3.554","45.8","32.2","15.3","1.7","2.5","0.8",".","0.8",".",".",".",".",".","0.8",".","."
