"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1471","3.757","58.8","21.2","7.3","1.4","0.3","",".","",".","2.7","",".","8.0",".","",".","0.1",".",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.853","81.6","5.3","10.5","2.6",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","58","3.713","70.7","12.1","15.5","1.7",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"Junior","","297","3.598","41.1","21.9","11.8","1.7","1.0","",".","",".",".","",".","22.6",".","",".",".",".",".","."
"Senior","","703","3.802","64.9","20.9","5.4","1.3","0.1","",".","",".",".","",".","7.3",".","",".","0.1",".",".","."
"Undergraduates","","1096","3.752","59.3","20.2","7.8","1.5","0.4","",".","",".",".","",".","10.8",".","",".","0.1",".",".","."
"Special","","24","3.789","58.3","33.3",".",".",".","",".","",".","8.3","",".",".",".","",".",".",".",".","."
"Graduate","","350","3.773","57.4","23.4","6.3","1.1",".","",".","",".","10.9","",".",".",".","",".","0.3",".",".","0.6"
"Prof Yr 3","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"","College Total","1471","3.757","58.8","21.2","7.3","1.4","0.3","",".","",".","2.7","",".","8.0",".","",".","0.1",".",".","0.1"
