"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Land Use Controls","830
001","21","3.476","33.3","28.6","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mod American Legal History","831
001","46","3.459","34.8","6.5","37.0","2.2",".",".",".","19.6",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","31","3.442","29.0","16.1","38.7",".",".",".",".","16.1",".",".",".",".",".",".",".","."
"Professnl Responsibilities","850
001","93","3.551","47.3","20.4","18.3","6.5","1.1","1.1",".","5.4",".",".",".",".",".",".",".","."
"","852
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","852
004","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
005","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
006","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","55","3.857","49.1","10.9","3.6",".",".",".",".","36.4",".",".",".",".",".",".",".","."
"","854
001","43","",".",".",".",".",".",".",".","97.7",".",".",".",".","2.3",".",".","."
"","854
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","854
004","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
010","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
011","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
013","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","125","4.000","10.4",".",".",".",".",".",".","88.8",".",".",".",".","0.8",".",".","."
"Advanced Criminal Procedure","001
860","18","3.647","38.9","44.4","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","862
001","61","",".",".",".",".",".",".",".","98.4",".",".",".",".","1.6",".",".","."
"","862
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Institutionalized Persons","Course Total","64","",".",".",".",".",".",".",".","98.4",".",".",".",".","1.6",".",".","."
"Taxation III","867
001","12","3.364","50.0",".","16.7","16.7","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"International Trade Law","871
001","46","3.395","26.1","13.0","43.5",".",".",".",".","17.4",".",".",".",".",".",".",".","."
"Immigration Law","873
001","40","3.565","40.0","10.0","25.0","2.5",".",".",".","22.5",".",".",".",".",".",".",".","."
"Client Counselling","880
001","18","3.500","44.4","33.3","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","65","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","76","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","23","3.738","56.5","21.7","13.0",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"","904
002","23","3.619","39.1","39.1","8.7","4.3",".",".",".","8.7",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","46","3.679","47.8","30.4","10.9","2.2",".",".",".","8.7",".",".",".",".",".",".",".","."
"Law, Sci & Biotechnolgy Smr","001
906","31","3.808","61.3","12.9","9.7",".",".",".",".","16.1",".",".",".",".",".",".",".","."
"Probs-Pro Responsblty Smr","907
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Jewish Law&Ethcs-Comp Persp","908
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
