"TERM : 1042","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2003-2004","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","161","3.332","44.1","13.7","8.1","3.1","7.5","1.9","",".","12.4","",".",".","",".","9.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","7","2.854","28.6","14.3","14.3",".","42.9",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","25","3.263","36.0","32.0","8.0","12.0","12.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","42","3.058","38.1","11.9","23.8","4.8","14.3","7.1","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","78","3.138","37.2","20.5","16.7","6.4","15.4","3.8","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","12","3.833","66.7","25.0",".",".",".",".","",".","8.3","",".",".","",".",".","",".",".",".","."
"Graduate","","71","3.940","47.9","4.2",".",".",".",".","",".","26.8","",".",".","",".","21.1","",".",".",".","."
"","Dept. Total","161","3.332","44.1","13.7","8.1","3.1","7.5","1.9","",".","12.4","",".",".","",".","9.3","",".",".",".","."
