"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","25","",".",".",".",".",".",".",".","80.0","4.0",".",".","16.0",".",".",".","."
"SPANISH
912","Dept. Total","3364","3.295","35.5","22.1","25.9","5.6","6.8","1.4","0.9","1.5","0.1",".",".","0.1","0.1","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1056","3.362","32.4","26.7","31.1","4.9","4.0","0.4","0.6",".",".",".",".",".",".",".",".","."
"Sophomore","","729","3.195","31.7","20.9","28.4","6.9","8.9","1.8","1.2","0.3",".",".",".",".",".",".",".","."
"Junior","","683","3.211","31.8","21.5","27.4","7.2","8.6","2.0","0.6","0.7","0.1",".",".",".",".",".",".","."
"Senior","","676","3.288","42.6","18.6","17.9","5.3","8.9","2.1","1.3","2.8","0.1",".",".",".","0.1","0.1",".","."
"Undergraduates","","3144","3.278","34.3","22.5","26.8","5.9","7.2","1.4","0.9","0.8","0.1",".",".",".","0.0","0.0",".","."
"Special","","28","3.430","53.6","14.3","10.7",".","3.6","3.6","3.6",".",".",".",".",".",".","3.6","3.6","3.6"
"Graduate","","181","3.698","53.6","16.0","11.0","0.6","0.6",".","0.6","14.4","0.6",".",".","2.2","0.6",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","3.194",".","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","3.600","60.0","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","11","3.378","27.3","27.3","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3364","3.295","35.5","22.1","25.9","5.6","6.8","1.4","0.9","1.5","0.1",".",".","0.1","0.1","0.1","0.0","0.0"
