"","990
048","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
052","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
058","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","14","3.944","92.9",".","7.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OBS&GYN
436","Dept. Total","102","3.557","35.3","49.0","12.7","1.0","2.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","2","3.100","50.0",".",".","50.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3","3.357","66.7",".",".","33.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","12","3.935","91.7",".","8.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","76","3.490","19.7","64.5","13.2",".","2.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","10","3.714","70.0","10.0","20.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","87","3.513","26.4","57.5","13.8",".","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","102","3.557","35.3","49.0","12.7","1.0","2.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
