"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","38","3.500","31.6","36.8","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
001","20","3.525","25.0","55.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","34","3.529","26.5","52.9","20.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
001","108","3.449","34.3","24.1","39.8","0.9","0.9",".",".",".",".",".",".",".",".",".",".","."
"","002
711","93","3.505","45.2","16.1","35.5","1.1","2.2",".",".",".",".",".",".",".",".",".",".","."
"","711
003","20","3.500","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
004","21","3.476","38.1","19.0","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
005","19","3.579","42.1","31.6","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
006","19","3.500","47.4","10.5","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","280","3.486","40.0","20.4","37.5","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"","714
001","83","3.530","38.6","28.9","32.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
002","82","3.500","31.7","36.6","31.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
714","68","3.500","41.2","19.1","38.2","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","714
004","22","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
005","20","3.600","45.0","30.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","275","3.524","38.2","28.7","32.7","0.4",".",".",".",".",".",".",".",".",".",".",".","."
"","715
001","105","3.443","37.1","15.2","46.7","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
715","82","3.500","40.2","22.0","35.4","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"","715
003","18","3.583","44.4","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
715","22","3.614","40.9","40.9","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
005","20","3.575","40.0","35.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
006","20","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","267","3.506","40.1","22.1","36.7","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","17","3.208","35.3","11.8",".","5.9","11.8","5.9",".","29.4",".",".",".",".",".",".",".","."
"","723
001","13","3.615","23.1","76.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
723","15","3.533","33.3","40.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","15","3.333","20.0","26.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","11","3.045","9.1","9.1","72.7",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","006
723","12","3.625","58.3","8.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
723","12","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
723","15","3.667","53.3","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","15","3.667","60.0","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","13","3.654","30.8","69.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","10","3.150","10.0","30.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","15","3.367","20.0","33.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","10","3.600","60.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","016
723","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","14","3.357","21.4","28.6","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","14","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
019","15","3.433","26.7","33.3","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 317 of 391",""
