"Directed Study","699
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","791
012","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","791
122","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"THER SCI
939","Dept. Total","294","3.743","53.4","21.8","8.5","1.0","0.7","",".","",".","1.4","",".","13.3","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.167","33.3","22.2","11.1","11.1","22.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","25","3.603","44.0","36.0","16.0","4.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","72","3.737","51.4","38.9","9.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","184","3.778","57.6","13.6","7.1","0.5",".","",".","",".","0.5","",".","20.7","",".","",".","",".",".",".","."
"Undergraduates","","290","3.743","54.1","22.1","8.6","1.0","0.7","",".","",".","0.3","",".","13.1","",".","",".","",".",".",".","."
"Graduate","","3","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".","",".","",".",".","",".","100.0","",".","",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".","",".","",".",".","",".","100.0","",".","",".","",".",".",".","."
"","Dept. Total","294","3.743","53.4","21.8","8.5","1.0","0.7","",".","",".","1.4","",".","13.3","",".","",".","",".",".",".","."
