"","699
011","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
020","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Art&Archaeolog-Ancient Greece","700
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","369","3.484","51.2","18.4","14.6","5.7","6.0","0.5","1.1","1.9","",".",".","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.697","63.6","21.2","9.1","3.0","3.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","75","3.655","65.3","14.7","9.3","5.3","2.7","1.3",".","1.3","",".",".","",".","",".","",".",".",".","."
"Junior","","114","3.496","56.1","15.8","15.8","4.4","5.3","0.9","1.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","138","3.302","34.8","23.2","18.1","8.0","9.4",".","1.4","4.3","",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","360","3.476","50.6","18.9","14.7","5.8","6.1","0.6","1.1","1.9","",".",".","",".","",".","",".","0.3",".","."
"Special","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".","50.0",".","."
"Graduate","","7","3.850","85.7",".","14.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","369","3.484","51.2","18.4","14.6","5.7","6.0","0.5","1.1","1.9","",".",".","",".","",".","",".","0.5",".","."
