"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"Design: Fundamentals I","120","001","118","3.110","16.9","24.6","35.6","12.7","8.5","1.7",".",".",".",".",".",".",".",".",".","."
"","153","001","14","2.536","14.3","7.1","14.3","14.3","42.9","7.1",".",".",".",".",".",".",".",".",".","."
"","153","002","14","3.115",".","21.4","71.4",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","153","003","14","3.179","28.6","14.3","42.9","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"Fabric & Apparel Structures I","","Course Total","42","2.939","14.3","14.3","42.9","7.1","14.3","4.8",".","2.4",".",".",".",".",".",".",".","."
"Fashion Illustration","210","001","14","3.393","21.4","42.9","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Design: Fundamentals II","220","001","24","3.417","25.0","33.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Person & Environ Interactions","221","001","75","2.980","20.0","22.7","21.3","18.7","10.7","6.7",".",".",".",".",".",".",".",".",".","."
"Interior Architect Design","223","001","33","3.258","30.3","15.2","39.4","12.1",".","3.0",".",".",".",".",".",".",".",".",".","."
"Textile Design: Off-Loom","226","001","15","3.467","46.7","13.3","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Dsgn:Print & Dye I","227","001","15","3.250","20.0","40.0","13.3","6.7","13.3",".",".","6.7",".",".",".",".",".",".",".","."
"Textile Design:Structural I","228","002","14","3.321","21.4","28.6","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229","002","15","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patternmaking-Apparel Design","253","001","14","3.143","14.3","28.6","35.7","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","299","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Design: Sketching&Rendering","320","001","20","3.575","55.0","15.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Interior Design II","322","001","32","3.531","28.1","50.0","21.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"CAD: Architecture&Interiors","323","001","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn-Manual/Comptr Gen Imagery","327","001","14","3.357","7.1","57.1","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Am Dec Arts & Int: 1620-1840","363","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Twentieth Century Design","420","001","32","3.500","28.1","50.0","12.5","3.1","3.1",".",".",".",".",".",".",".","3.1",".",".","."
"European Interiors to 18 C","421","001","39","3.013","15.4","28.2","30.8","5.1","12.8","2.6","2.6","2.6",".",".",".",".",".",".",".","."
"Apparel Design II","425","001","13","3.269","46.2","15.4",".","23.1","15.4",".",".",".",".",".",".",".",".",".",".","."
"Textile Dsgn:Structural II","428","001","17","3.559","29.4","52.9","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Textiles","430","001","32","3.031","40.6","3.1","31.3","3.1","9.4","9.4","3.1",".",".",".",".",".",".",".",".","."
"Color Theory and Technology","451","001","17","3.588","35.3","47.1","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","501","003","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","12","3.708","66.7","8.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Placemaking","545","001","10","3.333","20.0","20.0","50.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Textile:Spec & End Use Anal","561","001","27","3.333","22.2","29.6","40.7","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"","601","015","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Design IV","623","001","16","3.594","43.8","43.8","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Portfolio Preparation","624","001","15","3.433","20.0","53.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Interior&Arch Dsgn Visualz","633","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","000E","2","***","","","","","","","","","",".",".",".",".",".",".","."
