"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","362
006","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","54","3.944","90.7","7.4","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
364","","24","3.688","75.0","8.3","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".",".","."
"","364
003","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","74","3.872","86.5","8.1","2.7","1.4",".","1.4",".",".",".",".",".",".",".",".",".","."
"","367
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
004","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","72","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","001
368","","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"","368
002","","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","Course Total","","73","3.972","93.2","5.5",".",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"","001
369","","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"","002
369","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","","73","3.986","95.9","2.7",".",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"","370
001","","25","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","25","3.640","68.0","8.0","8.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","86","3.849","82.6","9.3","3.5","4.7",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
371","","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
371","","26","3.981","96.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","80","3.981","96.3","3.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
372","","26","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
372","","28","3.946","92.9","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
003","","26","3.808","88.5",".","3.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","80","3.869","83.8","11.3","2.5",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
003","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
004","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","75","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pract: Rdg & Math-Elem Schl","374
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","375
001","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6.3"
"","375
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
003","","16","3.837","87.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","Course Total","","37","3.910","91.9","2.7",".",".","2.7",".",".",".",".",".",".",".",".",".",".","2.7"
"Teaching of Physical Educ","378
001","","25","3.160","24.0","40.0","16.0",".","16.0",".","4.0",".",".",".",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","","11","3.650","36.4","45.5","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","Page 85 of 391"
