"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Reading","10","3.875","70.0","20.0",".",".",".",".",".",".",".",".","",".",".","10.0",".",".","."
"ED POL
Dept. Total
310","407","3.626","45.5","28.5","10.8","2.9","0.5","0.2","0.5","5.4","0.2","3.9","",".","0.5","1.0",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","",""
"Freshmen","22","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","9","3.278","22.2","22.2","44.4","11.1",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","116","3.487","35.3","36.2","20.7","6.0","1.7",".",".",".",".",".","",".",".",".",".",".","."
"Senior","103","3.539","44.7","36.9","10.7","3.9",".","1.0","1.9","1.0",".",".","",".",".",".",".",".","."
"Undergraduates","250","3.530","42.0","34.4","16.4","4.8","0.8","0.4","0.8","0.4",".",".","",".",".",".",".",".","."
"Special","11","3.722","45.5","27.3","9.1",".",".",".",".","18.2",".",".","",".",".",".",".",".","."
"Graduate","146","3.849","51.4","18.5","1.4",".",".",".",".","13.0","0.7","11.0","",".","1.4","2.7",".",".","."
"Dept. Total","407","3.626","45.5","28.5","10.8","2.9","0.5","0.2","0.5","5.4","0.2","3.9","",".","0.5","1.0",".",".","."
