"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Signals and Systems","330
001","","118","2.979","20.3","14.4","33.1","15.3","11.9","5.1",".",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","35","2.574","17.1","11.4","14.3","25.7","14.3","5.7","8.6","2.9",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","","40","2.550",".","20.0","32.5","15.0","20.0","10.0","2.5",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","","75","3.093","24.0","18.7","25.3","18.7","12.0","1.3",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","340
001","","109","3.156","21.1","21.1","36.7","10.1","11.0",".",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","","48","2.906","33.3","2.1","16.7","20.8","20.8","6.3",".",".",".",".",".",".",".",".",".","."
"","350
001","","22","3.000","4.5","22.7","50.0","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"","350
002","","23","3.261","17.4","26.1","47.8","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","350
004","","23","3.283","8.7","56.5","17.4","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Expression","Course Total","","68","3.184","10.3","35.3","38.2","13.2","2.9",".",".",".",".",".",".",".",".",".",".","."
"","351
001","","12","3.333","25.0","33.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
351","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","351
003","","14","3.464","35.7","42.9","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","351
004","","10","3.600","70.0","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","351
006","","11","3.636","54.5","36.4",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","007
351","","9","3.278","33.3","33.3","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Digital Logic Laboratory","Course Total","","69","3.529","47.8","30.4","10.1","5.8","4.3","1.4",".",".",".",".",".",".",".",".",".","."
"","352
001","","41","2.561","7.3","7.3","26.8","31.7","17.1","7.3","2.4",".",".",".",".",".",".",".",".","."
"","002
352","","46","2.674","6.5","13.0","28.3","34.8","10.9","2.2","4.3",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","87","2.621","6.9","10.3","27.6","33.3","13.8","4.6","3.4",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","001
353","","31","2.935","19.4","19.4","19.4","19.4","19.4","3.2",".",".",".",".",".",".",".",".",".","."
"","354
001","","13","2.615","7.7","7.7","30.8","7.7","46.2",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","14","3.107","21.4","35.7","7.1","14.3","21.4",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","","27","2.870","14.8","22.2","18.5","11.1","33.3",".",".",".",".",".",".",".",".",".",".","."
"","001
355","","24","2.875","16.7","20.8","29.2","12.5","12.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"","355
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","355
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Electromech Energy Conversn","Course Total","","29","2.879","17.2","17.2","31.0","13.8","13.8","3.4","3.4",".",".",".",".",".",".",".",".","."
"","370
001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
005","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","52","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","","173","3.266","19.1","32.4","34.7","10.4","3.5",".",".",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","377
001","","77","3.058","19.5","32.5","22.1","10.4","9.1","3.9","2.6",".",".",".",".",".",".",".",".","."
"","399
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electroacoustical Engr","401
001","","34","3.456","29.4","32.4","38.2",".",".",".",".",".",".",".",".",".",".",".",".","."
