"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6985","3.498","45.0","18.0","18.3","2.2","2.5","0.6","0.2","9.4","0.0","2.7",".","0.6","0.1","0.0","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.663","66.7","13.3","16.7",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","175","2.974","43.4","6.3","23.4","5.1","12.6","4.0","4.0","0.6",".",".",".",".",".","0.6",".","."
"Junior","","609","3.162","43.8","10.7","26.3","4.1","10.2","3.8","0.7","0.3",".",".",".",".",".","0.2",".","."
"Senior","","1029","3.464","51.5","17.0","19.7","3.9","4.9","1.2","0.4","1.4",".",".",".",".",".",".","0.1","."
"Undergraduates","","1843","3.307","48.5","13.8","22.2","4.0","7.3","2.3","0.8","0.9",".",".",".",".",".","0.1","0.1","."
"Special","","92","3.413","39.1","26.1","21.7","1.1","6.5",".",".","3.3",".",".",".",".",".",".","2.2","."
"Graduate","","1430","3.652","38.0","11.7","10.1","0.7","0.1","0.1",".","32.7","0.2","2.6",".","2.7","0.5",".","0.5","."
"Prof Yr 1","","938","3.558","50.5","15.2","16.8","2.6","1.7",".",".","9.0",".","3.9",".",".","0.1",".",".","."
"Prof Yr 2","","1283","3.506","42.6","19.6","25.9","3.4","1.2","0.1",".","2.1",".","5.0",".","0.1",".",".",".","."
"Prof Yr 3","","731","3.470","29.3","35.8","22.4","0.5","0.3",".",".","3.7",".","6.8",".","0.5",".",".","0.1","0.4"
"Prof Yr 4","","680","3.784","65.3","22.6","7.6",".","0.1",".","0.1","4.1",".",".",".",".",".",".",".","."
"Professionals","","3632","3.561","46.2","22.3","19.4","2.0","0.9","0.0","0.0","4.6",".","4.2",".","0.1","0.0",".","0.0","0.1"
"","College Total","6997","3.498","45.0","18.0","18.3","2.2","2.5","0.6","0.2","9.3","0.0","2.7",".","0.6","0.1","0.0","0.2","0.0"
