"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","365
001","19","3.895","78.9","21.1",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","365
002","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","365
003","11","3.850","63.6","27.3",".",".",".",".","",".","","9.1",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","33","3.891","75.8","21.2",".",".",".","",".","",".","3.0","",".",".","",".","",".","",".",".",".","."
"","001
371","16","3.094","6.3","37.5","31.3","18.8","6.3",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"","371
002","6","3.250",".","66.7","16.7","16.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Tech:Computer-Based Bus Sys","Course Total","22","3.136","4.5","45.5","27.3","18.2","4.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Computer-Based Data Mgt","422
001","10","3.400","40.0","20.0","20.0","20.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","11","3.591","45.5","27.3","27.3",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","722
001","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
002","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","10","3.900","80.0","20.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Seminar in Information Systems","872
001","23","3.739","47.8","52.2",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","112","3.635","50.0","33.0","9.8","5.4","0.9","",".","",".","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","15","3.500","40.0","40.0","6.7","6.7","6.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","57","3.605","50.9","26.3","15.8","7.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","73","3.568","47.9","28.8","13.7","8.2","1.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.500","25.0","25.0","25.0",".",".","",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","35","3.786","57.1","42.9",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","112","3.635","50.0","33.0","9.8","5.4","0.9","",".","",".","0.9","",".",".","",".","",".","",".",".",".","."
