"Intro to Biostatistics","541
001","","7","3.643","42.9","42.9","14.3",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Pract-Clin Trial Data Analysis","543
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Introduction to Bioinformatics","576
001","","14","3.429","28.6","28.6","42.9",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"B M I
210","Dept. Total","","27","3.500","25.9","25.9","25.9",".","",".","",".","",".","11.1","",".","11.1","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","3.333","33.3",".","66.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","20","3.571","25.0","30.0","15.0",".","",".","",".","",".","15.0","",".","15.0","",".","",".","",".",".",".","."
"","Dept. Total","","27","3.500","25.9","25.9","25.9",".","",".","",".","",".","11.1","",".","11.1","",".","",".","",".",".",".","."
