"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","92350","3.181","32.4","20.7","21.4","8.4","8.7","2.3","1.4","2.8","0.0","1.1","0.0","0.3","0.2","0.2","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","18061","3.060","26.7","20.8","24.0","9.9","11.6","3.0","1.7","0.0",".","2.1","0.0",".","0.0","0.1","0.1","0.0"
"Sophomore","","20632","3.101","28.4","21.7","23.9","10.2","10.6","2.8","1.5","0.2","0.0","0.6","0.0",".","0.0","0.1","0.1","0.0"
"Junior","","20777","3.134","29.7","21.9","23.9","9.6","9.5","2.5","1.7","0.5","0.0","0.3","0.0","0.0","0.1","0.2","0.1","0.0"
"Senior","","20948","3.225","34.1","22.0","22.1","8.0","7.8","2.0","1.3","1.6","0.0","0.5","0.0","0.0","0.1","0.2","0.1","0.0"
"Undergraduates","","80418","3.130","29.8","21.6","23.5","9.4","9.8","2.6","1.6","0.6","0.0","0.8","0.0","0.0","0.1","0.2","0.1","0.0"
"Special","","1295","3.331","32.4","14.2","12.0","4.5","3.8","1.6","1.5","19.6","0.1","3.9","0.3","0.1","0.4","1.1","4.3","0.2"
"Graduate","","10747","3.754","52.9","14.4","6.9","0.8","0.6","0.1","0.1","17.6","0.1","2.4",".","2.7","0.8","0.1","0.4","0.0"
"Prof Yr 1","","16","3.628","50.0","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","6.3","."
"Prof Yr 2","","25","3.480","32.0","24.0","32.0",".",".",".",".","8.0",".",".",".",".","4.0",".",".","."
"Prof Yr 3","","48","3.500","39.6","31.3","10.4","4.2","4.2","2.1",".","4.2",".","2.1",".",".","2.1",".",".","."
"Professionals","","89","3.515","39.3","29.2","15.7","3.4","2.2","1.1",".","4.5",".","1.1",".",".","2.2",".","1.1","."
"","College Total","92549","3.181","32.5","20.7","21.4","8.3","8.7","2.3","1.4","2.8","0.0","1.1","0.0","0.3","0.2","0.2","0.2","0.0"
