"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro Pre-Modern Literature","201
002","64","3.778","64.1","25.0","9.4",".",".",".",".",".",".",".",".",".",".","1.6",".","."
"Intro to Mod & Contemp Lit","202
001","169","3.199","17.8","36.7","23.1","13.6","7.7",".","0.6",".",".",".",".",".",".","0.6",".","."
"Intro Cross-Cultrl Lit Form","203
001","188","3.275","24.5","35.1","21.8","12.2","3.7","1.6","0.5","0.5",".",".",".",".",".",".",".","."
"Masterpcs of Lit-Honors I","287
001","22","3.795","59.1","40.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Lit Forms-Honors","289
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit & Related Disciplines","375
001","23","3.338","60.9","13.0","13.0",".",".",".","13.0",".",".",".",".",".",".",".",".","."
"Lit & Ethnic Experience","379
001","22","3.572","45.5","27.3","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Poetics and Literary Theory","475
001","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
699","6","3.950","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","8","3.969","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Comparative Studies","702
001","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching in the Discipline","731
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Literary Periods","777
001","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Smr-Roots & Ramifications","963
001","11","3.950","81.8","9.1",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Smr-Poetics & Literary Thry","975
001","10","3.722","40.0","50.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","990
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"Independent Work","999
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"COMP LIT
260","Dept. Total","599","3.453","38.4","29.7","16.0","7.8","3.3","0.5","0.8","2.3",".","0.5",".","0.2",".","0.3",".","."
