"","990
033","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
034","4","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
035","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","50","",".",".",".",".",".",".",".","58.0",".",".",".","42.0","",".",".",".","."
"FOOD SCI
390","Dept. Total","1079","3.193","30.7","20.2","17.9","7.6","6.9","2.8","1.1","3.5","0.1","7.0","0.1","1.9","",".",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","140","2.882","17.9","20.7","22.1","7.1","12.9","4.3","4.3",".",".","10.7",".",".","",".",".",".","."
"Sophomore","","212","3.267","31.1","21.7","17.9","9.0","6.1","1.9","0.5",".",".","10.8","0.5",".","",".",".",".","0.5"
"Junior","","287","3.218","34.1","22.3","18.8","8.4","3.8","3.8","1.4","0.3","0.3","6.6",".",".","",".",".",".","."
"Senior","","342","3.220","35.4","18.4","18.4","8.2","9.1","2.6","0.3","2.0",".","5.6",".",".","",".",".",".","."
"Undergraduates","","981","3.179","31.6","20.6","19.0","8.3","7.4","3.1","1.2","0.8","0.1","7.7","0.1",".","",".",".",".","0.1"
"Special","","8","3.643","50.0","12.5","25.0",".",".",".",".",".",".",".",".",".","",".",".","12.5","."
"Graduate","","89","3.542","18.0","16.9","5.6","1.1","1.1",".",".","33.7",".",".",".","23.6","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1079","3.193","30.7","20.2","17.9","7.6","6.9","2.8","1.1","3.5","0.1","7.0","0.1","1.9","",".",".","0.1","0.1"
