"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","15","3.567","26.7","60.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
102","18","3.417","22.2","61.1","11.1",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","102
003","18","3.556","50.0","27.8","5.6","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","18","3.528","44.4","33.3","5.6","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.375","45.0","45.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","106","3.519","39.6","45.3","6.6","5.7",".","0.9","1.9",".",".",".",".",".",".",".",".","."
"","104
001","15","3.367","26.7","40.0","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","002
104","13","3.500","46.2","30.8","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","104
003","17","2.853","5.9","29.4","29.4","11.8","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","104
004","15","3.233","26.7","33.3","20.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","60","3.217","25.0","33.3","20.0","10.0","8.3","3.3",".",".",".",".",".",".",".",".",".","."
"Foundations of Contemp Art","001
108","171","3.629","50.9","33.9","9.9","2.9","1.8",".","0.6",".",".",".",".",".",".",".",".","."
"","112
001","18","3.194","27.8","38.9","5.6","11.1","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","112
002","20","3.425","35.0","25.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","21","3.750","66.7","14.3","9.5","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","004
112","19","3.500","63.2","5.3","15.8","5.3",".",".","5.3","5.3",".",".",".",".",".",".",".","."
"","112
005","15","3.733","66.7","13.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","18","3.667","66.7","22.2","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","112
007","20","3.775","80.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","008
112","16","3.406","31.3","37.5","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","112
009","17","3.077","11.8","29.4","11.8","5.9","17.6",".",".","23.5",".",".",".",".",".",".",".","."
"","112
010","20","3.368","20.0","35.0","35.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"Drawing I","Course Total","184","3.503","47.3","22.3","16.3","4.9","3.8","1.1","0.5","3.8",".",".",".",".",".",".",".","."
"","212
001","18","3.417","44.4","33.3","11.1","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"","212
002","15","3.533","26.7","60.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","13","3.231","23.1","15.4","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","004
212","11","3.227","18.2","27.3","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","57","3.368","29.8","35.1","22.8","10.5",".",".","1.8",".",".",".",".",".",".",".",".","."
"","214
001","13","3.269","7.7","46.2","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","8","3.250","25.0","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","214
003","6","2.833",".",".","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","27","3.167","11.1","29.6","44.4","11.1","3.7",".",".",".",".",".",".",".",".",".",".","."
"","222
001","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","20","3.650","35.0","60.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","54","3.806","63.0","35.2","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
001","16","3.531","25.0","68.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","002
224","21","3.857","95.2",".",".",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","224
003","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","56","3.813","76.8","19.6",".",".","1.8","1.8",".",".",".",".",".",".",".",".",".","."
"","001
232","18","3.222","22.2","27.8","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","232
002","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","9","3.333","55.6","11.1",".","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","39","3.359","35.9","25.6","20.5","10.3","7.7",".",".",".",".",".",".",".",".",".",".","."
