"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","21","3.250","38.1","19.0","19.0",".","14.3","4.8",".","4.8",".",".",".",".",".",".",".","."
"","101
003","24","3.354","37.5","16.7","33.3","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","004
101","23","3.326","34.8","21.7","30.4","8.7",".","4.3",".",".",".",".",".",".",".",".",".","."
"","006
101","23","3.159","39.1","13.0","26.1",".","8.7","4.3","4.3","4.3",".",".",".",".",".",".",".","."
"","101
008","23","3.152","26.1","30.4","8.7","17.4","17.4",".",".",".",".",".",".",".",".",".",".","."
"","011
101","22","2.750","18.2","13.6","40.9","9.1","4.5",".","13.6",".",".",".",".",".",".",".",".","."
"","013
101","22","3.300","40.9","4.5","22.7","13.6","9.1",".",".","9.1",".",".",".",".",".",".",".","."
"","101
015","20","3.125","25.0","15.0","35.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","101
019","23","3.477","43.5","21.7","17.4","8.7","4.3",".",".",".","4.3",".",".",".",".",".",".","."
"","101
020","20","3.294","40.0","10.0","20.0",".","10.0","5.0",".","10.0",".",".",".",".",".",".",".","5.0"
"","101
021","22","3.262","31.8","22.7","22.7","9.1","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","243","3.222","34.2","17.3","25.1","7.4","8.6","2.1","1.6","2.9","0.4",".",".",".",".",".",".","0.4"
"","102
001","16","3.133","18.8","25.0","31.3",".","18.8",".",".","6.3",".",".",".",".",".",".",".","."
"","002
102","19","3.289","26.3","21.1","42.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
003","20","2.825","15.0","15.0","35.0","10.0","20.0",".","5.0",".",".",".",".",".",".",".",".","."
"","004
102","19","3.000","26.3","10.5","31.6","10.5","10.5",".","5.3","5.3",".",".",".",".",".",".",".","."
"","102
005","23","3.370","39.1","17.4","30.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","102
006","19","3.184","47.4","5.3","15.8",".","31.6",".",".",".",".",".",".",".",".",".",".","."
"","007
102","21","3.548","33.3","42.9","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","21","3.548","47.6","19.0","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","22","3.048","22.7","22.7","27.3","4.5","13.6",".","4.5",".","4.5",".",".",".",".",".",".","."
"","102
011","20","3.100","35.0","15.0","20.0","15.0","5.0","10.0",".",".",".",".",".",".",".",".",".","."
"","102
013","19","3.263","31.6","21.1","31.6",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"","102
014","21","3.143","28.6","23.8","28.6","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","102
015","20","3.500","45.0","15.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","21","3.500","38.1","38.1","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
017","20","3.125","45.0","15.0","10.0","10.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","102
018","20","3.075","25.0","15.0","30.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","102
019","21","3.310","28.6","28.6","28.6","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","102
020","21","3.071","19.0","52.4","4.8","9.5","4.8",".","9.5",".",".",".",".",".",".",".",".","."
"","102
021","18","3.444","27.8","33.3","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
022","17","3.059","23.5","23.5","29.4",".","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","023
102","19","3.306","31.6","26.3","21.1","10.5",".","5.3",".",".",".",".",".",".",".",".","5.3","."
"","102
024","14","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
025","15","3.500","26.7","40.0","26.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","102
027","13","2.667","23.1",".","23.1","15.4","23.1",".","7.7","7.7",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","459","3.234","30.9","23.3","26.8","5.4","9.4","1.1","1.7","0.9","0.2",".",".",".",".",".","0.2","."
"","203
001","20","3.325","30.0","30.0","25.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
002","23","2.932","17.4","21.7","26.1","8.7","13.0","8.7",".","4.3",".",".",".",".",".",".",".","."
"","203
003","23","3.217","26.1","13.0","43.5","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
004","23","3.478","39.1","34.8","17.4",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
005","24","3.292","25.0","20.8","41.7","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","2.978","13.0","30.4","26.1","17.4","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","203
009","23","3.283","34.8","30.4","13.0",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"","010
203","23","3.261","30.4","21.7","34.8","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","011
203","22","3.364","40.9","18.2","22.7","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","Page 297 of 391",""
