"TERM : 1042","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2003-2004","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","1232","3.307","26.6","33.8","23.7","8.8","3.6","1.5","0.9","0.6","0.1",".","",".","",".","0.1","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","138","3.154","21.0","29.7","26.8","13.0","5.8","1.4","2.2",".",".",".","",".","",".",".",".",".","."
"Sophomore","","446","3.325","22.4","38.8","24.4","9.6","4.0","0.4","0.2",".",".",".","",".","",".",".",".",".","."
"Junior","","358","3.332","32.1","30.2","21.8","8.1","3.1","2.2","1.1","0.6","0.3",".","",".","",".","0.3","0.3",".","."
"Senior","","282","3.317","28.7","33.0","23.0","6.7","2.5","2.5","1.1","1.8",".",".","",".","",".",".","0.4","0.4","."
"Undergraduates","","1224","3.306","26.6","33.9","23.6","8.9","3.6","1.6","0.9","0.6","0.1",".","",".","",".","0.1","0.2","0.1","."
"Special","","4","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Graduate","","3","3.333","33.3",".","66.7",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","Dept. Total","1232","3.307","26.6","33.8","23.7","8.8","3.6","1.5","0.9","0.6","0.1",".","",".","",".","0.1","0.2","0.1","."
