"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","723
021","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","268","3.517","34.3","36.9","27.2","0.7","0.7",".",".",".",".",".",".",".",".",".",".","."
"","726
001","106","3.514","39.6","29.2","27.4","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"","726
002","84","3.577","50.0","22.6","22.6","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"","726
003","22","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
726","23","3.609","52.2","21.7","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","726
005","20","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
006","21","3.690","57.1","23.8","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","276","3.569","46.4","25.7","24.6","1.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","16","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law I","731
001","91","3.601","40.7","15.4","17.6","1.1",".","1.1",".","24.2",".",".",".",".",".",".",".","."
"Trusts and Estates","733
001","146","3.500","39.7","11.0","19.9","2.1",".","2.7","0.7","24.0",".",".",".",".",".",".",".","."
"Marital Property","734
001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","20","3.588","45.0","10.0","30.0",".",".",".",".","15.0",".",".",".",".",".",".",".","."
"Religion and the Constitution","739
001","24","3.563","45.8","20.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law II","740
001","41","3.613","46.3","2.4","24.4","2.4",".",".",".","24.4",".",".",".",".",".",".",".","."
"Taxation I","742
001","91","3.519","45.1","14.3","20.9","3.3","1.1","2.2",".","13.2",".",".",".",".",".",".",".","."
"","743
001","21","3.571","38.1","38.1","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Negotiations","Course Total","35","3.686","54.3","28.6","17.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","67","3.522","29.9","10.4","26.9",".",".",".",".","32.8",".",".",".",".",".",".",".","."
"Labor Relations Law","001
745","60","3.434","28.3","21.7","36.7","1.7",".",".",".","11.7",".",".",".",".",".",".",".","."
"Antitrust","748
001","20","3.833","50.0","25.0",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Copyright Law","752
001","34","3.515","38.2","29.4","29.4","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","67","3.602","52.2","7.5","22.4","6.0",".",".",".","11.9",".",".",".",".",".",".",".","."
"","801
002","147","3.561","34.7","23.8","24.5",".",".",".",".","17.0",".",".",".",".",".",".",".","."
"Evidence","Course Total","214","3.575","40.2","18.7","23.8","1.9",".",".",".","15.4",".",".",".",".",".",".",".","."
"Civil Procedure II","802
001","55","3.536","43.6","25.5","25.5","5.5",".",".",".",".",".",".",".",".",".",".",".","."
"","808
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
003","11","3.455","54.5","9.1","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","808
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","38","3.789","68.4","21.1","2.6","7.9",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","003
815","22","3.938","68.2",".","4.5",".",".",".",".","27.3",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","39","3.923","59.0","5.1","2.6",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Business Organizations I","817
001","84","3.527","40.5","15.5","31.0","2.4",".",".",".","10.7",".",".",".",".",".",".",".","."
"Conflict of Laws","820
001","50","3.530","32.0","42.0","26.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Law I","822
001","35","3.574","37.1","37.1","22.9",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"International Law","827
001","73","3.583","34.2","17.8","21.9",".",".",".",".","26.0",".",".",".",".",".",".",".","."
"Jurisprudence","829
001","27","3.685","48.1","40.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
